,RandomForest,kendall,matrix,polarity
adduct_+H,0.07342435343882722,0.10629365072668659,CMBT,positive
adduct_+K,0.025596170487808073,0.1099909769084028,CMBT,positive
adduct_+Na,0.2038506039809004,0.3322239703119407,CMBT,positive
adduct_-H,0.0,,CMBT,positive
adduct_[M]+,0.06177205422201156,0.3263835948482087,CMBT,positive
adduct_[M]-,0.0,,CMBT,positive
1,0.0903194155117923,0.2630499850374571,CMBT,positive
8,0.0,0.018746677351004656,CMBT,positive
13,0.0035091568013767374,0.1656442996900336,CMBT,positive
26,0.0,0.005663661338632516,CMBT,positive
27,0.0,0.05440841581918706,CMBT,positive
31,0.0,0.0026202613356748486,CMBT,positive
35,0.0,0.04438706362722813,CMBT,positive
41,0.0,0.1594950667148563,CMBT,positive
45,0.0,0.06815079626156728,CMBT,positive
62,0.0030208809500746805,0.053695794937496856,CMBT,positive
67,0.0,0.0586015571160548,CMBT,positive
69,0.0005087339366080239,0.1430819900871593,CMBT,positive
79,0.0,0.023441294254827667,CMBT,positive
80,0.0019925887444023514,0.14028034924575453,CMBT,positive
81,0.0,0.14390760357151558,CMBT,positive
89,0.0,0.06287819935134875,CMBT,positive
92,0.0,0.0021961135802860774,CMBT,positive
106,0.0,0.003814302534181082,CMBT,positive
114,0.0,0.008823869111447665,CMBT,positive
115,0.0,0.04230843222644532,CMBT,positive
116,0.0,0.04857525952024257,CMBT,positive
117,0.0023044890189417903,0.1640619518585438,CMBT,positive
118,0.0,0.17251149894341825,CMBT,positive
119,0.0018460081923417234,0.071056127703861,CMBT,positive
125,0.0,0.1430819900871593,CMBT,positive
134,0.0,0.035267335925481834,CMBT,positive
140,0.0,0.009428279805804313,CMBT,positive
141,0.0,0.05825074002191748,CMBT,positive
142,1.5904407311699551e-06,0.027162457440380434,CMBT,positive
143,0.0,0.0509263489292204,CMBT,positive
147,0.0027751181067517073,0.17920400359150776,CMBT,positive
179,0.0004606188576741895,0.005663661338632516,CMBT,positive
183,0.0,0.042766422352939405,CMBT,positive
184,0.0,0.008437699545309665,CMBT,positive
191,0.0022015042536653313,0.07568216447960406,CMBT,positive
192,0.0005037529170841301,0.03521817653827116,CMBT,positive
197,0.0033283943733441296,0.13401182957932037,CMBT,positive
202,5.208250903726269e-06,0.014085522822678068,CMBT,positive
221,0.0,0.02149879610174792,CMBT,positive
222,2.2576271945063855e-05,0.007313657404192884,CMBT,positive
227,0.002163306106624476,0.12556057048232977,CMBT,positive
228,0.0,0.06287819935134875,CMBT,positive
229,0.0,0.01564634146951332,CMBT,positive
231,0.0018760966857893431,0.022060608692580495,CMBT,positive
237,0.0,0.05440841581918706,CMBT,positive
245,0.0011832003460215163,0.03497208857259624,CMBT,positive
252,2.4072187234846285e-06,0.02121440541007227,CMBT,positive
255,0.0,0.054209329955482645,CMBT,positive
259,0.0,0.005201321637519658,CMBT,positive
264,0.0,0.05440841581918706,CMBT,positive
269,0.0,0.05440841581918706,CMBT,positive
275,0.0,0.05440841581918706,CMBT,positive
283,0.0,0.011609812197179539,CMBT,positive
294,0.002141731096487757,0.2416957293889248,CMBT,positive
297,0.0,0.05267481433475218,CMBT,positive
299,0.0029751359497527004,0.14749271293402272,CMBT,positive
301,0.0,0.011779149971135086,CMBT,positive
303,0.0,0.034675477583464384,CMBT,positive
305,0.0,0.037218345939585104,CMBT,positive
309,0.0,0.0989208398847486,CMBT,positive
314,0.0,0.04204684962314871,CMBT,positive
319,0.010208883379185279,0.15935784959379998,CMBT,positive
321,0.001042418316414447,0.01353115551259479,CMBT,positive
322,5.100412626935026e-05,0.08275880649920167,CMBT,positive
323,0.0,0.06815079626156728,CMBT,positive
325,0.0,0.0395300444451494,CMBT,positive
334,0.0,0.020009708758018965,CMBT,positive
336,0.0,0.02149879610174792,CMBT,positive
350,0.0,0.05450868642225211,CMBT,positive
352,0.0,0.05432491488076087,CMBT,positive
361,0.0,0.02121440541007227,CMBT,positive
362,0.0017098195102034388,0.007940252528567435,CMBT,positive
370,0.0,0.027162457440380434,CMBT,positive
371,0.0,0.010423816635501022,CMBT,positive
378,0.009499264608888313,0.026028308997872417,CMBT,positive
387,0.0,0.022351750017645892,CMBT,positive
389,0.0010734144326336285,0.04927959071948025,CMBT,positive
392,0.0,0.018861457306031712,CMBT,positive
394,0.0,0.010633813125595745,CMBT,positive
395,0.0,0.04438706362722813,CMBT,positive
396,0.0,0.05440841581918706,CMBT,positive
398,0.0,0.01306109655643825,CMBT,positive
401,0.0,0.21204388289184475,CMBT,positive
414,0.015264926755792446,0.15935784959379998,CMBT,positive
423,0.0,0.08339053308400818,CMBT,positive
431,0.0,0.01306109655643825,CMBT,positive
432,0.0,0.005201321637519658,CMBT,positive
444,0.0,0.02149879610174792,CMBT,positive
446,0.005039563778465998,0.11248006410602794,CMBT,positive
455,0.0,0.06287819935134875,CMBT,positive
456,0.0,0.10050152814822268,CMBT,positive
457,0.0,0.011327322677265031,CMBT,positive
463,0.0,0.07735753914462891,CMBT,positive
470,1.4834413491810232e-05,0.06280568510633809,CMBT,positive
473,0.0023854213391526612,0.040315543055968295,CMBT,positive
478,0.0,0.04438706362722813,CMBT,positive
479,0.0,0.05432491488076087,CMBT,positive
481,0.0,0.002715448031096905,CMBT,positive
482,0.0,0.08775672671875893,CMBT,positive
486,0.008769837718178264,0.02788963755074577,CMBT,positive
487,0.0,0.0016250312210049768,CMBT,positive
489,0.0,0.04330961093348363,CMBT,positive
490,0.0,0.06287819935134875,CMBT,positive
498,0.0,0.008437699545309665,CMBT,positive
504,0.0,0.003232843671321071,CMBT,positive
519,0.0,0.00394100361926142,CMBT,positive
528,0.0,0.05825074002191748,CMBT,positive
533,0.0,0.0005255705866639172,CMBT,positive
563,0.0,0.14749271293402272,CMBT,positive
573,0.0,0.08129788997751781,CMBT,positive
576,0.0020320730280760793,0.020901547097258395,CMBT,positive
577,0.0,0.08720895432390612,CMBT,positive
590,0.00028291439861357644,0.036076657049650886,CMBT,positive
592,0.0,0.012490532366467775,CMBT,positive
598,0.0,0.003232843671321071,CMBT,positive
599,0.017205688812326283,0.056720226131589536,CMBT,positive
600,0.0,0.0017221470652393372,CMBT,positive
606,0.0,0.02381049460731221,CMBT,positive
610,0.0,0.09662146501831165,CMBT,positive
622,0.0,0.03663743410223614,CMBT,positive
623,0.0,0.07389501025383818,CMBT,positive
628,0.009762014923565501,0.15935784959379998,CMBT,positive
636,0.0,0.06287819935134875,CMBT,positive
640,0.001593791324989903,0.019418267446740054,CMBT,positive
643,0.0,0.07615946683439742,CMBT,positive
650,0.004649525956108686,0.0013228383572777328,CMBT,positive
652,0.0,0.008589450739597736,CMBT,positive
656,0.0,0.10395586162223026,CMBT,positive
663,0.0,0.06287819935134875,CMBT,positive
667,0.0061758962540881136,0.10801973455292553,CMBT,positive
675,0.0,0.005248448198824646,CMBT,positive
679,0.0,0.008437699545309665,CMBT,positive
694,0.0063597608344320294,0.1963282441849318,CMBT,positive
695,3.7134236806050287e-06,0.042780187217679545,CMBT,positive
697,0.0,0.035267335925481834,CMBT,positive
713,0.0,0.029193851689854566,CMBT,positive
715,0.03520800687482399,0.112245555094217,CMBT,positive
724,0.0,0.06788620077742262,CMBT,positive
727,0.0,0.04438706362722813,CMBT,positive
736,0.0,0.1026869709451105,CMBT,positive
739,0.003428720061216744,0.1299002607446753,CMBT,positive
745,0.0,0.01626253452497216,CMBT,positive
750,0.0029452880947407945,0.029084915618247064,CMBT,positive
755,0.0,0.08339053308400818,CMBT,positive
758,0.0,0.1218038658335617,CMBT,positive
760,0.0,0.008483792538734198,CMBT,positive
766,0.0014547116646110546,0.019418267446740054,CMBT,positive
781,0.0,0.04022355399681868,CMBT,positive
785,0.0,0.07829322530006566,CMBT,positive
786,0.005219764100467612,0.09389284001666875,CMBT,positive
794,0.0015009197376102397,0.24124156523932327,CMBT,positive
795,0.005391666025735786,0.02121440541007227,CMBT,positive
802,0.0,0.06815079626156728,CMBT,positive
806,0.0,0.04019838990315991,CMBT,positive
807,0.0,0.026512608717075243,CMBT,positive
810,0.0,0.02149879610174792,CMBT,positive
823,0.00045378460501505687,0.06247156323977001,CMBT,positive
829,0.0,0.016872785398401938,CMBT,positive
832,0.0,0.028538437081109015,CMBT,positive
835,0.0,0.02706231102518958,CMBT,positive
837,0.0,0.0021961135802860774,CMBT,positive
841,0.0,0.08275880649920167,CMBT,positive
849,0.0005238087758307857,0.031153999183323837,CMBT,positive
854,0.0,0.05825074002191748,CMBT,positive
875,0.001973921582428589,0.041677282323384975,CMBT,positive
881,0.0,0.020009708758018965,CMBT,positive
887,0.0,0.015202351478890503,CMBT,positive
888,0.0,0.00041578440839282194,CMBT,positive
890,0.0,0.04438706362722813,CMBT,positive
892,0.0,0.06667169352569433,CMBT,positive
898,0.0,0.018609172969792552,CMBT,positive
900,0.0011920960062602696,0.060450915920506235,CMBT,positive
910,0.0,0.039067704744036535,CMBT,positive
913,0.010119753066552436,0.13645044800017905,CMBT,positive
926,0.010523716871458635,0.018197193754797066,CMBT,positive
932,0.0,0.04812098279050281,CMBT,positive
935,0.009511403487002676,0.03362101933938339,CMBT,positive
953,0.0,0.045267865714862576,CMBT,positive
960,0.0,0.005293887772281691,CMBT,positive
966,0.0,0.006588340740858233,CMBT,positive
971,0.0,0.06287819935134875,CMBT,positive
976,0.0,0.004518547847232998,CMBT,positive
980,0.004691728657205009,0.02913774755841227,CMBT,positive
981,1.4890758200779925e-06,0.0623076446090569,CMBT,positive
998,0.0,0.01306109655643825,CMBT,positive
1003,0.0,0.08659077508542756,CMBT,positive
1004,0.0,0.015372795062002542,CMBT,positive
1017,0.00233720780293794,0.02680335369239646,CMBT,positive
1019,0.0,0.0902661405069259,CMBT,positive
1022,0.0,0.04022355399681868,CMBT,positive
1024,0.0,0.03289773115632193,CMBT,positive
1027,0.0,0.06287819935134875,CMBT,positive
1028,0.0,0.006980003381261405,CMBT,positive
1035,0.0005439204350996919,0.03238374266141736,CMBT,positive
1041,0.0,0.01853620048741912,CMBT,positive
1057,0.010738072429281329,0.20910386757890329,CMBT,positive
1060,0.0,0.02482597303287966,CMBT,positive
1061,0.0,0.022997274298261258,CMBT,positive
1065,0.0,0.06287819935134875,CMBT,positive
1070,0.0,0.03862529846322513,CMBT,positive
1088,0.0025528613582579077,0.06828521331143371,CMBT,positive
1093,0.0005948846090313778,0.06010150279865082,CMBT,positive
1097,0.0,0.05530524102809524,CMBT,positive
1101,0.0,0.07512709770547192,CMBT,positive
1104,0.0,0.03479392914934311,CMBT,positive
1114,0.004031970815244199,0.027497690326796158,CMBT,positive
1120,0.0,0.006044061746635046,CMBT,positive
1126,0.0023474495006930796,0.03120072462592329,CMBT,positive
1128,0.0,0.05440841581918706,CMBT,positive
1134,0.0,0.01853620048741912,CMBT,positive
1136,0.0,0.15486030001293866,CMBT,positive
1137,0.0,0.025870668306182083,CMBT,positive
1144,0.0,0.02149879610174792,CMBT,positive
1145,0.0027412838801129653,0.07810698254669336,CMBT,positive
1152,0.0007420158942289699,0.10291375915708129,CMBT,positive
1154,0.0,0.08339053308400818,CMBT,positive
1162,0.0,0.0008771689375845584,CMBT,positive
1163,0.0,0.020009708758018965,CMBT,positive
1168,0.0,0.015503528475967806,CMBT,positive
1171,0.01602777150062417,0.06589188160198133,CMBT,positive
1176,0.0,0.08720895432390612,CMBT,positive
1182,0.0,0.036076657049650886,CMBT,positive
1190,0.0,0.020009708758018965,CMBT,positive
1226,0.0,0.07540431332214569,CMBT,positive
1228,0.0,0.02525815695684361,CMBT,positive
1236,0.0,0.06287819935134875,CMBT,positive
1243,0.005410047867550679,0.08144151644914922,CMBT,positive
1251,0.0,0.029425641723514608,CMBT,positive
1257,0.0,0.08509457146885033,CMBT,positive
1274,0.0,0.0008771689375845584,CMBT,positive
1282,0.0,0.02121440541007227,CMBT,positive
1290,0.0,0.06490541589343259,CMBT,positive
1292,0.0,0.06920250608041863,CMBT,positive
1294,0.0,0.02121440541007227,CMBT,positive
1302,0.0,0.13265376463283032,CMBT,positive
1308,0.0,0.05440841581918706,CMBT,positive
1319,0.0,0.005201321637519658,CMBT,positive
1323,0.003227573208936324,0.0214505129342765,CMBT,positive
1325,0.0,0.005762533983646454,CMBT,positive
1328,0.0,0.005663661338632516,CMBT,positive
1349,0.0032135311092180985,0.07612365672638227,CMBT,positive
1356,0.005476420525361011,0.21204388289184475,CMBT,positive
1357,0.0,0.081276096984459,CMBT,positive
1362,0.0,0.02381049460731221,CMBT,positive
1365,0.0,0.02381049460731221,CMBT,positive
1366,0.0,0.05861090033597585,CMBT,positive
1375,0.0,0.043791739658943146,CMBT,positive
1380,0.0,0.06592375354954993,CMBT,positive
1381,0.0014421225818864332,0.053033411433036214,CMBT,positive
1385,0.0016009424373167307,0.037882579431346,CMBT,positive
1386,0.0,0.22047530021595615,CMBT,positive
1389,0.0,0.06287819935134875,CMBT,positive
1391,0.0,0.0496437790149332,CMBT,positive
1399,0.0,0.13265376463283032,CMBT,positive
1411,0.0005207302371624153,0.07263809148866636,CMBT,positive
1413,0.0,0.05440841581918706,CMBT,positive
1416,0.0,0.07568216447960406,CMBT,positive
1430,0.0,0.02381049460731221,CMBT,positive
1431,0.0,0.013674675747724447,CMBT,positive
1432,0.0,0.08339053308400818,CMBT,positive
1440,0.0,0.08192499610352846,CMBT,positive
1451,0.0,0.05994711927095026,CMBT,positive
1452,0.00015282524778106294,0.024915951673556588,CMBT,positive
1454,0.0,0.030026543041948444,CMBT,positive
1457,0.0010252226741300102,0.003925296674141208,CMBT,positive
1459,0.00033708897344534,0.04308304594321862,CMBT,positive
1476,0.002320403149483141,0.0398774792949509,CMBT,positive
1477,0.0,0.00955320564850957,CMBT,positive
1487,0.0024139975128764798,0.08390169402260603,CMBT,positive
1506,0.0,0.04184174295071369,CMBT,positive
1507,0.0012649343408402086,0.052812510000673,CMBT,positive
1508,0.0,0.05267481433475218,CMBT,positive
1511,0.0,,CMBT,positive
1516,0.0,0.009106141312811579,CMBT,positive
1526,0.0,0.002378203090092418,CMBT,positive
1528,0.0,0.08659077508542756,CMBT,positive
1530,0.0,0.0660770250863278,CMBT,positive
1535,0.002299722400631192,0.035810315771775535,CMBT,positive
1536,0.0,0.08275880649920167,CMBT,positive
1550,0.0,0.05440841581918706,CMBT,positive
1564,0.11193697788295662,0.27329771220730803,CMBT,positive
1567,0.0,0.005663661338632516,CMBT,positive
1575,0.0,0.015007281568514224,CMBT,positive
1576,0.0,0.005201321637519658,CMBT,positive
1582,0.0014335811757230279,0.019418267446740054,CMBT,positive
1602,0.0048201700005673755,0.04217581239617994,CMBT,positive
1603,0.0,0.021251852355871664,CMBT,positive
1604,0.0,0.05267481433475218,CMBT,positive
1607,0.0,0.02835039543625415,CMBT,positive
1614,0.0,0.022351750017645892,CMBT,positive
1624,0.00023269470013918912,0.13179330285192412,CMBT,positive
1652,0.0,0.027162457440380434,CMBT,positive
1664,0.0,0.09269069203476538,CMBT,positive
1685,0.0,0.04438706362722813,CMBT,positive
1691,0.0,0.060450915920506235,CMBT,positive
1693,0.0018470517519968339,0.0549028828363166,CMBT,positive
1696,0.0,0.04812098279050281,CMBT,positive
1711,0.00286322905587777,0.06806581257850713,CMBT,positive
1714,0.0,0.006068518229890997,CMBT,positive
1715,0.0,0.019418267446740054,CMBT,positive
1716,0.0,0.0029532183537458985,CMBT,positive
1722,0.007463310374443552,0.05937249280198633,CMBT,positive
1724,0.0,0.0286456348180348,CMBT,positive
1725,0.0,0.02121440541007227,CMBT,positive
1727,0.0,0.005663661338632516,CMBT,positive
1732,0.006970161269689379,0.1385844072154383,CMBT,positive
1733,0.0,0.05267481433475218,CMBT,positive
1734,0.0,0.05432491488076087,CMBT,positive
1737,0.004551649835412653,0.033189634536885,CMBT,positive
1738,0.0,0.04306634656839944,CMBT,positive
1742,0.0,0.005201321637519658,CMBT,positive
1745,0.00019392868827244945,0.0809825585883873,CMBT,positive
1750,0.0055640716620843685,0.049712508955897836,CMBT,positive
1754,0.0,0.021434145121036106,CMBT,positive
1773,0.0,0.04438706362722813,CMBT,positive
1781,0.0,0.003232843671321071,CMBT,positive
1819,0.0020157185809916247,0.15165760934593348,CMBT,positive
1828,0.0,0.01306109655643825,CMBT,positive
1831,0.0,0.008437699545309665,CMBT,positive
1832,0.0024072161133106094,0.0005255705866639172,CMBT,positive
1835,0.0,0.04438706362722813,CMBT,positive
1838,0.007172428090183897,0.11058760378980571,CMBT,positive
1840,0.0029971060467517885,0.0623076446090569,CMBT,positive
1844,0.0002558490538217921,0.06824781403490378,CMBT,positive
1847,0.00056214986484541,0.015659709324007027,CMBT,positive
1849,0.0,0.1017379782603482,CMBT,positive
1855,0.008192832117634068,0.08412822294874922,CMBT,positive
1866,0.0,0.029060035664451343,CMBT,positive
1873,0.008098497321750326,0.03274852863916647,CMBT,positive
1879,0.007604233073087928,0.0938618000154831,CMBT,positive
1884,0.0,0.003232843671321071,CMBT,positive
1887,0.0016921427079618755,0.053695794937496856,CMBT,positive
1898,0.0,0.0462502116264247,CMBT,positive
1904,0.0,0.02149879610174792,CMBT,positive
1908,0.0,0.022997274298261258,CMBT,positive
1911,0.044761688922583545,0.26269707106902684,CMBT,positive
1917,0.0023955647881338587,0.08093201189881882,CMBT,positive
1921,0.0022381558133134217,0.07485578576310713,CMBT,positive
1922,0.0,0.06815079626156728,CMBT,positive
1923,0.0,0.05203148807972779,CMBT,positive
1932,0.0,0.061994476464036725,CMBT,positive
1942,0.0,0.010633813125595745,CMBT,positive
1944,0.0,0.008900039246422525,CMBT,positive
1946,0.0,0.060450915920506235,CMBT,positive
1949,0.0,0.005663661338632516,CMBT,positive
1950,0.0,0.008086871847942545,CMBT,positive
1963,0.0,0.08659077508542756,CMBT,positive
1974,0.000500853294689216,0.01861558970520617,CMBT,positive
1977,0.0,0.025870668306182083,CMBT,positive
1991,0.0017301610292264117,0.0430499885849818,CMBT,positive
1992,0.0005873332071512795,0.0950108085786924,CMBT,positive
1995,0.0,0.02381049460731221,CMBT,positive
2001,0.0,0.03294170370429116,CMBT,positive
2004,0.0,0.12091447635383384,CMBT,positive
2018,0.0,0.020458531774243983,CMBT,positive
2034,0.0,0.0021961135802860774,CMBT,positive
2038,0.0004976009033492852,0.1385885673357821,CMBT,positive
2044,0.0,0.008437699545309665,CMBT,positive
adduct_+Cl,0.003987577562360479,0.24527289615050019,ClCCA,negative
adduct_+H,0.0,,ClCCA,negative
adduct_+K,0.0,,ClCCA,negative
adduct_+Na,0.0,,ClCCA,negative
adduct_-H,0.31329459319556047,0.4804604176966059,ClCCA,negative
adduct_[M]+,0.0,,ClCCA,negative
adduct_[M]-,0.00038347362011794485,0.24552837535024793,ClCCA,negative
1,0.0,0.14401907106927897,ClCCA,negative
8,0.0,0.07222687471811592,ClCCA,negative
13,0.0,0.020275412880887404,ClCCA,negative
26,0.0,0.03522974243126183,ClCCA,negative
27,0.0,0.03522974243126183,ClCCA,negative
31,0.0,0.022227056901507586,ClCCA,negative
35,0.0,0.028729517569053443,ClCCA,negative
41,0.0006104726991454602,0.16989940531439318,ClCCA,negative
45,0.0012752537662260657,0.07833307734550425,ClCCA,negative
62,0.0,0.050007938398081306,ClCCA,negative
67,0.0,0.06521144464086734,ClCCA,negative
69,0.0019553168566226764,0.0926391542660875,ClCCA,negative
79,0.0,0.03179443438980134,ClCCA,negative
80,0.0006589495876519969,0.08132244848229987,ClCCA,negative
81,0.0,0.05758607151480755,ClCCA,negative
89,0.0,0.03522974243126183,ClCCA,negative
92,0.0,0.03522974243126183,ClCCA,negative
106,0.0,0.028729517569053443,ClCCA,negative
114,0.005891789803785856,0.08531318983039543,ClCCA,negative
115,0.0,0.01810227454499725,ClCCA,negative
116,0.0035368373970857047,0.06284367118418124,ClCCA,negative
117,0.008188045959916708,0.10848283649969298,ClCCA,negative
118,0.000503820917883416,0.22363853766941166,ClCCA,negative
119,0.0,0.07425906566761459,ClCCA,negative
125,0.005191960769219334,0.0926391542660875,ClCCA,negative
134,0.0,0.054082055058636745,ClCCA,negative
140,0.0,0.03792915772589589,ClCCA,negative
141,1.7378388679024596e-05,0.15687228640879974,ClCCA,negative
142,0.0,0.028729517569053443,ClCCA,negative
143,0.0,0.005066013256781679,ClCCA,negative
147,0.001974234193287939,0.2033415202238516,ClCCA,negative
179,0.0,0.03522974243126183,ClCCA,negative
183,0.0,0.03821215448893479,ClCCA,negative
184,0.0,0.02028986454286881,ClCCA,negative
191,0.0,0.04073011772624381,ClCCA,negative
192,0.0,0.2237442220584265,ClCCA,negative
197,0.0004761649095651372,0.088539278229715,ClCCA,negative
202,0.0,0.04073011772624381,ClCCA,negative
221,0.0,0.028729517569053443,ClCCA,negative
222,0.002498169694809289,0.0061880115438176135,ClCCA,negative
227,0.004203360757641848,0.15832121928780293,ClCCA,negative
228,0.0,0.03522974243126183,ClCCA,negative
229,0.0,0.027294696405151433,ClCCA,negative
231,0.0,0.011256072697741079,ClCCA,negative
237,0.0,0.04119456654660774,ClCCA,negative
245,0.0,0.06265254718101555,ClCCA,negative
252,0.0,0.02028986454286881,ClCCA,negative
255,0.0,0.03522974243126183,ClCCA,negative
259,0.0,0.03522974243126183,ClCCA,negative
264,0.0,0.04119456654660774,ClCCA,negative
269,0.0,0.04119456654660774,ClCCA,negative
275,0.0,0.03522974243126183,ClCCA,negative
283,1.8090117622051345e-05,0.005466704266280896,ClCCA,negative
294,0.0,0.16936286722768903,ClCCA,negative
297,0.0,0.02028986454286881,ClCCA,negative
299,0.0,0.05788837387409698,ClCCA,negative
301,0.003058558924286925,0.004292226591955298,ClCCA,negative
303,0.0,0.03522974243126183,ClCCA,negative
305,0.0,0.03522974243126183,ClCCA,negative
309,0.0003789778167900683,0.04527387632159563,ClCCA,negative
314,0.0,0.004800537336798992,ClCCA,negative
319,0.0,0.10233315429559038,ClCCA,negative
321,0.0,0.047097423464859636,ClCCA,negative
322,0.0,0.03522974243126183,ClCCA,negative
323,0.0,0.07833307734550425,ClCCA,negative
325,0.0,0.028729517569053443,ClCCA,negative
334,0.0,0.050007938398081306,ClCCA,negative
336,0.0,0.028729517569053443,ClCCA,negative
350,0.0,0.0405921126025329,ClCCA,negative
352,0.0,,ClCCA,negative
361,0.0,0.02028986454286881,ClCCA,negative
362,0.0,0.023069717962243386,ClCCA,negative
370,0.0,0.028729517569053443,ClCCA,negative
371,1.4589303201675067e-06,0.00820236026635196,ClCCA,negative
378,0.0,0.015410531912639098,ClCCA,negative
387,0.0007389481571199145,0.05623243753296825,ClCCA,negative
389,0.018733058024451917,0.014407156423310901,ClCCA,negative
392,0.0,0.07308204236917015,ClCCA,negative
394,0.0,0.028729517569053443,ClCCA,negative
395,0.0,0.028729517569053443,ClCCA,negative
396,0.0,0.03522974243126183,ClCCA,negative
398,0.0,0.03522974243126183,ClCCA,negative
401,0.00019393718185559426,0.20446962851912953,ClCCA,negative
414,0.0,0.10233315429559038,ClCCA,negative
423,0.0,0.0552997837312116,ClCCA,negative
431,0.0,0.03522974243126183,ClCCA,negative
432,0.0,0.03522974243126183,ClCCA,negative
444,0.0,0.028729517569053443,ClCCA,negative
446,0.000646366160768017,0.027672070200302375,ClCCA,negative
455,0.0,0.03522974243126183,ClCCA,negative
456,0.0,0.013997280207769964,ClCCA,negative
457,0.0,0.03522974243126183,ClCCA,negative
463,0.003929555679604702,0.07125566250531651,ClCCA,negative
470,0.0,0.03522974243126183,ClCCA,negative
473,0.0,0.06147678664953561,ClCCA,negative
478,0.0,0.028729517569053443,ClCCA,negative
479,0.0,,ClCCA,negative
481,0.005290624007929349,0.10085552960784183,ClCCA,negative
482,0.0019489203832197416,0.0349232193230983,ClCCA,negative
486,0.011157144565504606,0.2167246015464361,ClCCA,negative
487,0.0,0.08598076157510007,ClCCA,negative
489,0.0,0.09650042078087755,ClCCA,negative
490,0.0,0.034111337909634463,ClCCA,negative
498,0.0,0.02028986454286881,ClCCA,negative
504,0.0,0.02028986454286881,ClCCA,negative
519,8.676077406556728e-06,0.05768111413112024,ClCCA,negative
528,0.0,0.15687228640879974,ClCCA,negative
533,0.0,0.04559411931103511,ClCCA,negative
563,0.0,0.05788837387409698,ClCCA,negative
573,0.0020794925740996303,0.11295184306470536,ClCCA,negative
576,0.0006487222112014697,0.04198039976081264,ClCCA,negative
577,0.0,0.11850269313925728,ClCCA,negative
590,0.0,0.04574287196569503,ClCCA,negative
592,0.022076598275308217,0.14923027622119744,ClCCA,negative
598,0.0,0.02028986454286881,ClCCA,negative
599,0.0,0.02028986454286881,ClCCA,negative
600,0.0,0.04559411931103511,ClCCA,negative
606,0.0,0.03522974243126183,ClCCA,negative
610,0.0,0.11244944809609564,ClCCA,negative
622,0.0,0.04073011772624381,ClCCA,negative
623,0.002540091080070187,0.08793875267813346,ClCCA,negative
628,0.0,0.10233315429559038,ClCCA,negative
636,0.0,0.03522974243126183,ClCCA,negative
640,0.0,0.028729517569053443,ClCCA,negative
643,0.08289877468877345,0.206315090170375,ClCCA,negative
650,0.0,0.15816125795570185,ClCCA,negative
652,0.00013117352524402053,0.0050537469255164036,ClCCA,negative
656,0.00012748251128920466,0.10081261479663274,ClCCA,negative
663,0.0,0.03522974243126183,ClCCA,negative
667,0.0004119213854830867,0.05342855500997491,ClCCA,negative
675,0.0,0.050007938398081306,ClCCA,negative
679,0.0,0.02028986454286881,ClCCA,negative
694,0.010761811873716175,0.17096127044296847,ClCCA,negative
695,0.0,0.20752621569007035,ClCCA,negative
697,0.0,0.054082055058636745,ClCCA,negative
713,0.0,0.019318854556635,ClCCA,negative
715,0.003652266403255589,0.08334292328878423,ClCCA,negative
724,0.0,0.050007938398081306,ClCCA,negative
727,0.0,0.03522974243126183,ClCCA,negative
736,0.004926164896289233,0.08266768251967364,ClCCA,negative
739,0.0,0.020396637512672733,ClCCA,negative
745,0.0,0.06813612664448497,ClCCA,negative
750,0.0,0.05554839828473635,ClCCA,negative
755,0.0,0.0010583690666260595,ClCCA,negative
758,0.0,0.06998410414571886,ClCCA,negative
760,0.0,0.07222687471811592,ClCCA,negative
766,0.0,0.028729517569053443,ClCCA,negative
781,0.0,0.0423129710682351,ClCCA,negative
785,0.0,0.06488358176880953,ClCCA,negative
786,0.003978468442028473,0.04167282116000699,ClCCA,negative
794,0.0006268428226906071,0.1861776757980567,ClCCA,negative
795,0.0,0.02028986454286881,ClCCA,negative
802,0.0019261889132777522,0.07833307734550425,ClCCA,negative
806,0.0,0.07914117505803617,ClCCA,negative
807,0.0,0.09809056219126214,ClCCA,negative
810,0.0,0.028729517569053443,ClCCA,negative
823,0.0,0.12283809662540499,ClCCA,negative
829,0.0,0.09465660740504439,ClCCA,negative
832,0.0,0.04559411931103511,ClCCA,negative
835,0.0,0.001322961333282574,ClCCA,negative
837,0.0,0.03522974243126183,ClCCA,negative
841,0.0,0.03522974243126183,ClCCA,negative
849,0.0,0.035605944247956475,ClCCA,negative
854,0.0,0.15687228640879974,ClCCA,negative
875,0.0,0.03171487679447501,ClCCA,negative
881,0.0,0.050007938398081306,ClCCA,negative
887,0.007298052260754253,0.0497690012124175,ClCCA,negative
888,0.0,0.09491801876369961,ClCCA,negative
890,0.0,0.028729517569053443,ClCCA,negative
892,0.0022270090608775663,0.045774462131577064,ClCCA,negative
898,0.0,0.03522974243126183,ClCCA,negative
900,0.0,0.03522974243126183,ClCCA,negative
910,0.0,0.03522974243126183,ClCCA,negative
913,0.0,0.07716000714533193,ClCCA,negative
926,0.0,0.04186359314693202,ClCCA,negative
932,0.0,0.1227601051953781,ClCCA,negative
935,0.0,0.10500206307448036,ClCCA,negative
953,0.0,0.014040093883080654,ClCCA,negative
960,0.0,0.04454978011148982,ClCCA,negative
966,0.0,0.03522974243126183,ClCCA,negative
971,0.0,0.0367209484600983,ClCCA,negative
