,observed_value,prediction,classifier,name_short,matrix,polarity,fold,iter_index
9376,False,False,MLP,Adenosine monophosphate,MAPS,negative,0,2
9377,False,True,MLP,Agmatine,MAPS,negative,0,2
9378,False,True,MLP,Arginine,MAPS,negative,0,2
9379,True,False,MLP,Cardiolipin 18:1,MAPS,negative,1,2
9380,True,True,MLP,Cer d8:1/22:0 Cer,MAPS,negative,1,2
9381,True,True,MLP,Cholic acid,MAPS,negative,1,2
9382,True,False,MLP,Cysteine,MAPS,negative,1,2
9383,False,True,MLP,Argininosuccinic acid,MAPS,negative,1,2
9384,False,True,MLP,Ascorbic acid,MAPS,negative,1,2
9385,False,True,MLP,Asparagine,MAPS,negative,1,2
9386,False,False,MLP,Aspartic acid,MAPS,negative,1,2
9387,False,True,MLP,Biotin,MAPS,negative,1,2
9388,False,False,MLP,Butyric acid,MAPS,negative,1,2
9389,False,False,MLP,CAR 16:0,MAPS,negative,1,2
9390,False,False,MLP,Carnitine,MAPS,negative,1,2
9391,False,True,MLP,Carnosine,MAPS,negative,1,2
9392,False,True,MLP,Cholecalciferol,MAPS,negative,1,2
9393,False,True,MLP,Cholesterol,MAPS,negative,1,2
9394,False,False,MLP,Cholesteryl acetate,MAPS,negative,1,2
9395,False,True,MLP,Choline,MAPS,negative,1,2
9396,True,False,MLP,GlcCer d18:1/18:0,MAPS,negative,2,2
9397,True,True,MLP,Glucosyl cholesterol,MAPS,negative,2,2
9398,True,False,MLP,Kynurenic acid,MAPS,negative,2,2
9399,True,False,MLP,Kynurenine,MAPS,negative,2,2
9400,False,True,MLP,Citric acid,MAPS,negative,2,2
9401,False,True,MLP,Citrulline,MAPS,negative,2,2
9402,False,True,MLP,Coenzyme A,MAPS,negative,2,2
9403,False,False,MLP,Creatine,MAPS,negative,2,2
9404,False,True,MLP,Creatinine,MAPS,negative,2,2
9405,False,False,MLP,Cyclic adenosine monophosphate,MAPS,negative,2,2
9406,False,False,MLP,Cystine,MAPS,negative,2,2
9407,False,False,MLP,Cytidine,MAPS,negative,2,2
9408,False,False,MLP,Cytidine monophosphate,MAPS,negative,2,2
9409,False,True,MLP,Cytosine,MAPS,negative,2,2
9410,False,True,MLP,Dihydroxyacetone,MAPS,negative,2,2
9411,False,True,MLP,Dihydroxyacetone phosphate,MAPS,negative,2,2
9412,True,False,MLP,Lyso PA 18:1,MAPS,negative,3,2
9413,True,False,MLP,Lyso PE 18:0,MAPS,negative,3,2
9414,True,False,MLP,Lyso PG 16:0,MAPS,negative,3,2
9415,True,False,MLP,Lyso PI 17:1,MAPS,negative,3,2
9416,False,False,MLP,Dopamine,MAPS,negative,3,2
9417,False,True,MLP,Epinephrine,MAPS,negative,3,2
9418,False,False,MLP,Estradiol,MAPS,negative,3,2
9419,False,False,MLP,Flavin adenine dinucleotide,MAPS,negative,3,2
9420,False,True,MLP,Flavin mononucleotide,MAPS,negative,3,2
9421,False,False,MLP,Folic acid,MAPS,negative,3,2
9422,False,True,MLP,"Fructose 1,6-bisphosphate",MAPS,negative,3,2
9423,False,False,MLP,Fumaric acid,MAPS,negative,3,2
9424,False,False,MLP,GM3 Ganglioside 18:0,MAPS,negative,3,2
9425,False,True,MLP,Gluconic acid,MAPS,negative,3,2
9426,False,False,MLP,Glucosamine,MAPS,negative,3,2
9427,False,True,MLP,Glucosamine 6-phosphate,MAPS,negative,3,2
9428,True,True,MLP,Lyso PS 17:1,MAPS,negative,4,2
9429,True,True,MLP,Malic acid,MAPS,negative,4,2
9430,True,False,MLP,N-Acetylaspartic acid,MAPS,negative,4,2
9431,True,False,MLP,PA 16:0-18:1,MAPS,negative,4,2
9432,False,False,MLP,Glucose,MAPS,negative,4,2
9433,False,True,MLP,Glucose 6-phosphate,MAPS,negative,4,2
9434,False,True,MLP,Glutamic acid,MAPS,negative,4,2
9435,False,True,MLP,Glutamine,MAPS,negative,4,2
9436,False,True,MLP,Glutathione,MAPS,negative,4,2
9437,False,False,MLP,Glycerol 3-phosphate,MAPS,negative,4,2
9438,False,True,MLP,Glycerophosphocholine,MAPS,negative,4,2
9439,False,False,MLP,Glycine,MAPS,negative,4,2
9440,False,False,MLP,Guanine,MAPS,negative,4,2
9441,False,False,MLP,Histamine,MAPS,negative,4,2
9442,False,False,MLP,Histidine,MAPS,negative,4,2
9443,False,False,MLP,Homocysteine,MAPS,negative,4,2
9444,True,True,MLP,PE 18:0-20:4,MAPS,negative,5,2
9445,True,False,MLP,PG 16:0-18:1,MAPS,negative,5,2
9446,True,False,MLP,PI 16:0-18:1,MAPS,negative,5,2
9447,True,False,MLP,PI(5)P 18:1,MAPS,negative,5,2
9448,False,False,MLP,Hypoxanthine,MAPS,negative,5,2
9449,False,False,MLP,L-Dopa,MAPS,negative,5,2
9450,False,False,MLP,Lactic acid,MAPS,negative,5,2
9451,False,False,MLP,Lyso PC 15:0,MAPS,negative,5,2
9452,False,False,MLP,MG 18:1,MAPS,negative,5,2
9453,False,False,MLP,Malonic acid,MAPS,negative,5,2
9454,False,True,MLP,Melatonin,MAPS,negative,5,2
9455,False,False,MLP,Methionine,MAPS,negative,5,2
9456,False,False,MLP,Mevalonic acid,MAPS,negative,5,2
9457,False,True,MLP,Myo-inositol 1-phosphate,MAPS,negative,5,2
9458,False,True,MLP,N-Acetylaspartylglutamic acid,MAPS,negative,5,2
9459,False,False,MLP,N-Acetylgalactosamine 6-phosphate,MAPS,negative,5,2
9460,True,True,MLP,PS (POPS) 16:0-18:1,MAPS,negative,6,2
9461,True,True,MLP,Palmitoyl-CoA,MAPS,negative,6,2
9462,True,True,MLP,Pantothenic acid,MAPS,negative,6,2
9463,False,True,MLP,N-Acetylglucosamine,MAPS,negative,6,2
9464,False,True,MLP,"N6,N6,N6-Trimethyllysine",MAPS,negative,6,2
9465,False,True,MLP,Niacinamide,MAPS,negative,6,2
9466,False,True,MLP,Nicotinamide adenine dinucleotide (NAD),MAPS,negative,6,2
9467,False,True,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",MAPS,negative,6,2
9468,False,True,MLP,Nicotinamide riboside,MAPS,negative,6,2
9469,False,True,MLP,Nicotinamide ribotide,MAPS,negative,6,2
9470,False,True,MLP,Nicotinic acid,MAPS,negative,6,2
9471,False,True,MLP,Ornithine,MAPS,negative,6,2
9472,False,True,MLP,Orotic acid,MAPS,negative,6,2
9473,False,True,MLP,Oxalacetic acid,MAPS,negative,6,2
9474,False,True,MLP,Oxidized glutathione,MAPS,negative,6,2
9475,True,True,MLP,Phenylalanine,MAPS,negative,7,2
9476,True,False,MLP,Phosphoenolpyruvic acid,MAPS,negative,7,2
9477,True,True,MLP,Prostaglandin E1,MAPS,negative,7,2
9478,False,True,MLP,Palmitic acid,MAPS,negative,7,2
9479,False,False,MLP,Pantetheine,MAPS,negative,7,2
9480,False,True,MLP,Phosphocreatine,MAPS,negative,7,2
9481,False,True,MLP,Phylloquinone,MAPS,negative,7,2
9482,False,True,MLP,Proline,MAPS,negative,7,2
9483,False,True,MLP,Propionylcarnitine,MAPS,negative,7,2
9484,False,True,MLP,Putrescine,MAPS,negative,7,2
9485,False,False,MLP,Pyridoxine,MAPS,negative,7,2
9486,False,False,MLP,Pyruvic acid,MAPS,negative,7,2
9487,False,False,MLP,Quinolinic acid,MAPS,negative,7,2
9488,False,True,MLP,Retinoic acid,MAPS,negative,7,2
9489,False,True,MLP,Riboflavin,MAPS,negative,7,2
9490,True,True,MLP,Sulfo GalCer 18:0(2S-OH),MAPS,negative,8,2
9491,True,True,MLP,Taurocholic acid,MAPS,negative,8,2
9492,True,False,MLP,Thymine,MAPS,negative,8,2
9493,False,True,MLP,Ribulose,MAPS,negative,8,2
9494,False,True,MLP,Ribulose 5-phosphate,MAPS,negative,8,2
9495,False,False,MLP,S-Adenosylhomocysteine,MAPS,negative,8,2
9496,False,False,MLP,S-Adenosylmethionine,MAPS,negative,8,2
9497,False,False,MLP,Serine,MAPS,negative,8,2
9498,False,True,MLP,Serotonin,MAPS,negative,8,2
9499,False,True,MLP,Spermidine,MAPS,negative,8,2
9500,False,True,MLP,Succinic acid,MAPS,negative,8,2
9501,False,False,MLP,Taurine,MAPS,negative,8,2
9502,False,True,MLP,Tetrahydrofolic acid,MAPS,negative,8,2
9503,False,False,MLP,Thiamine,MAPS,negative,8,2
9504,False,False,MLP,Tryptophan,MAPS,negative,8,2
9505,True,True,MLP,Uracil,MAPS,negative,9,2
9506,True,False,MLP,Uric acid,MAPS,negative,9,2
9507,True,False,MLP,cis-Aconitic acid,MAPS,negative,9,2
9508,False,False,MLP,Tyrosine,MAPS,negative,9,2
9509,False,False,MLP,Ureidosuccinic acid,MAPS,negative,9,2
9510,False,True,MLP,Uridine,MAPS,negative,9,2
9511,False,True,MLP,Uridine diphosphate,MAPS,negative,9,2
9512,False,True,MLP,Uridine diphosphate glucose,MAPS,negative,9,2
9513,False,False,MLP,Uridine diphosphate glucuronic acid,MAPS,negative,9,2
9514,False,True,MLP,Uridine diphosphate-N-acetylglucosamine,MAPS,negative,9,2
9515,False,False,MLP,Urocanic acid,MAPS,negative,9,2
9516,False,True,MLP,Valine,MAPS,negative,9,2
9517,False,True,MLP,Xanthine,MAPS,negative,9,2
9518,False,False,MLP,gamma-Aminobutyric acid,MAPS,negative,9,2
9519,False,True,MLP,myo-Inositol,MAPS,negative,9,2
9520,True,False,MLP,3-Hydroxymethylglutaric acid,MAPS,positive,0,2
9521,True,True,MLP,Acetylcholine,MAPS,positive,0,2
9522,True,True,MLP,Arginine,MAPS,positive,0,2
9523,False,False,MLP,2-Oxoglutaric acid,MAPS,positive,0,2
9524,False,False,MLP,3-Hydroxyanthranilic acid,MAPS,positive,0,2
9525,False,False,MLP,3-Phosphoglyceric acid,MAPS,positive,0,2
9526,False,False,MLP,"4,5-Dihydroorotic acid",MAPS,positive,0,2
9527,False,True,MLP,4-Hydroxyproline,MAPS,positive,0,2
9528,False,True,MLP,5-Hydroxyindoleacetic acid,MAPS,positive,0,2
9529,False,True,MLP,6-Phosphogluconic acid,MAPS,positive,0,2
9530,False,True,MLP,Acetoacetic acid,MAPS,positive,0,2
9531,False,True,MLP,Acetyl-CoA,MAPS,positive,0,2
9532,False,True,MLP,Acetylcarnitine,MAPS,positive,0,2
9533,False,False,MLP,Adenine,MAPS,positive,0,2
9534,False,True,MLP,Adenosine diphosphate,MAPS,positive,0,2
9535,False,False,MLP,Adenosine monophosphate,MAPS,positive,0,2
9536,False,True,MLP,Agmatine,MAPS,positive,0,2
9537,True,True,MLP,CAR 16:0,MAPS,positive,1,2
9538,True,True,MLP,Cer d8:1/22:0 Cer,MAPS,positive,1,2
9539,True,False,MLP,Cholic acid,MAPS,positive,1,2
9540,False,False,MLP,Argininosuccinic acid,MAPS,positive,1,2
9541,False,False,MLP,Ascorbic acid,MAPS,positive,1,2
9542,False,False,MLP,Asparagine,MAPS,positive,1,2
9543,False,True,MLP,Aspartic acid,MAPS,positive,1,2
9544,False,False,MLP,Biotin,MAPS,positive,1,2
9545,False,True,MLP,Butyric acid,MAPS,positive,1,2
9546,False,True,MLP,Cardiolipin 18:1,MAPS,positive,1,2
9547,False,True,MLP,Carnitine,MAPS,positive,1,2
9548,False,False,MLP,Carnosine,MAPS,positive,1,2
9549,False,False,MLP,Cholesterol,MAPS,positive,1,2
9550,False,True,MLP,Cholesteryl acetate,MAPS,positive,1,2
9551,False,False,MLP,Citric acid,MAPS,positive,1,2
9552,False,False,MLP,Citrulline,MAPS,positive,1,2
9553,False,False,MLP,Coenzyme A,MAPS,positive,1,2
9554,True,False,MLP,Choline,MAPS,positive,2,2
9555,True,True,MLP,Flavin mononucleotide,MAPS,positive,2,2
9556,True,True,MLP,GlcCer d18:1/18:0,MAPS,positive,2,2
9557,False,True,MLP,Creatine,MAPS,positive,2,2
9558,False,False,MLP,Creatinine,MAPS,positive,2,2
9559,False,True,MLP,Cyclic adenosine monophosphate,MAPS,positive,2,2
9560,False,True,MLP,Cysteine,MAPS,positive,2,2
9561,False,True,MLP,Cystine,MAPS,positive,2,2
9562,False,True,MLP,Cytidine,MAPS,positive,2,2
9563,False,True,MLP,Cytidine monophosphate,MAPS,positive,2,2
9564,False,False,MLP,Cytosine,MAPS,positive,2,2
9565,False,True,MLP,Dihydroxyacetone,MAPS,positive,2,2
9566,False,False,MLP,Dihydroxyacetone phosphate,MAPS,positive,2,2
9567,False,False,MLP,Dopamine,MAPS,positive,2,2
9568,False,True,MLP,Epinephrine,MAPS,positive,2,2
9569,False,True,MLP,Estradiol,MAPS,positive,2,2
9570,False,False,MLP,Flavin adenine dinucleotide,MAPS,positive,2,2
9571,True,True,MLP,Glucosyl cholesterol,MAPS,positive,3,2
9572,True,False,MLP,Lyso PC 15:0,MAPS,positive,3,2
9573,True,True,MLP,Lyso PE 18:0,MAPS,positive,3,2
9574,False,False,MLP,Folic acid,MAPS,positive,3,2
9575,False,True,MLP,"Fructose 1,6-bisphosphate",MAPS,positive,3,2
9576,False,False,MLP,Fumaric acid,MAPS,positive,3,2
9577,False,False,MLP,GM3 Ganglioside 18:0,MAPS,positive,3,2
9578,False,True,MLP,Gluconic acid,MAPS,positive,3,2
9579,False,True,MLP,Glucosamine,MAPS,positive,3,2
9580,False,True,MLP,Glucosamine 6-phosphate,MAPS,positive,3,2
9581,False,False,MLP,Glucose,MAPS,positive,3,2
9582,False,True,MLP,Glucose 6-phosphate,MAPS,positive,3,2
9583,False,True,MLP,Glutamic acid,MAPS,positive,3,2
9584,False,True,MLP,Glutamine,MAPS,positive,3,2
9585,False,True,MLP,Glutathione,MAPS,positive,3,2
9586,False,True,MLP,Glycerol 3-phosphate,MAPS,positive,3,2
9587,False,True,MLP,Glycerophosphocholine,MAPS,positive,3,2
9588,True,False,MLP,Lyso PG 16:0,MAPS,positive,4,2
9589,True,True,MLP,Lyso PS 17:1,MAPS,positive,4,2
9590,True,False,MLP,PA 16:0-18:1,MAPS,positive,4,2
9591,False,True,MLP,Glycine,MAPS,positive,4,2
9592,False,False,MLP,Guanine,MAPS,positive,4,2
9593,False,False,MLP,Histamine,MAPS,positive,4,2
9594,False,False,MLP,Histidine,MAPS,positive,4,2
9595,False,True,MLP,Homocysteine,MAPS,positive,4,2
9596,False,False,MLP,Hypoxanthine,MAPS,positive,4,2
9597,False,True,MLP,Kynurenic acid,MAPS,positive,4,2
9598,False,True,MLP,Kynurenine,MAPS,positive,4,2
9599,False,False,MLP,L-Dopa,MAPS,positive,4,2
9600,False,False,MLP,Lactic acid,MAPS,positive,4,2
9601,False,True,MLP,Lyso PA 18:1,MAPS,positive,4,2
9602,False,False,MLP,Lyso PI 17:1,MAPS,positive,4,2
9603,False,False,MLP,MG 18:1,MAPS,positive,4,2
9604,False,True,MLP,Malic acid,MAPS,positive,4,2
9605,True,True,MLP,PC (O) C16-18:1,MAPS,positive,5,2
9606,True,False,MLP,PC 15:0-18:1,MAPS,positive,5,2
9607,False,False,MLP,Malonic acid,MAPS,positive,5,2
9608,False,True,MLP,Melatonin,MAPS,positive,5,2
9609,False,True,MLP,Methionine,MAPS,positive,5,2
9610,False,True,MLP,Mevalonic acid,MAPS,positive,5,2
9611,False,True,MLP,Myo-inositol 1-phosphate,MAPS,positive,5,2
9612,False,True,MLP,N-Acetylaspartic acid,MAPS,positive,5,2
9613,False,True,MLP,N-Acetylaspartylglutamic acid,MAPS,positive,5,2
9614,False,False,MLP,N-Acetylgalactosamine 6-phosphate,MAPS,positive,5,2
9615,False,False,MLP,N-Acetylglucosamine,MAPS,positive,5,2
9616,False,False,MLP,"N6,N6,N6-Trimethyllysine",MAPS,positive,5,2
9617,False,True,MLP,Niacinamide,MAPS,positive,5,2
9618,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),MAPS,positive,5,2
9619,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",MAPS,positive,5,2
9620,False,True,MLP,Nicotinamide riboside,MAPS,positive,5,2
9621,True,True,MLP,PG 16:0-18:1,MAPS,positive,6,2
9622,True,True,MLP,PS (POPS) 16:0-18:1,MAPS,positive,6,2
9623,False,False,MLP,Nicotinamide ribotide,MAPS,positive,6,2
9624,False,True,MLP,Nicotinic acid,MAPS,positive,6,2
9625,False,True,MLP,Ornithine,MAPS,positive,6,2
9626,False,True,MLP,Orotic acid,MAPS,positive,6,2
9627,False,False,MLP,Oxalacetic acid,MAPS,positive,6,2
9628,False,False,MLP,Oxidized glutathione,MAPS,positive,6,2
9629,False,True,MLP,PE 18:0-20:4,MAPS,positive,6,2
9630,False,False,MLP,PI 16:0-18:1,MAPS,positive,6,2
9631,False,True,MLP,PI(5)P 18:1,MAPS,positive,6,2
9632,False,True,MLP,Palmitic acid,MAPS,positive,6,2
9633,False,True,MLP,Palmitoyl-CoA,MAPS,positive,6,2
9634,False,False,MLP,Pantetheine,MAPS,positive,6,2
9635,False,True,MLP,Pantothenic acid,MAPS,positive,6,2
9636,True,False,MLP,Prostaglandin E1,MAPS,positive,7,2
9637,True,False,MLP,Riboflavin,MAPS,positive,7,2
9638,False,True,MLP,Phenylalanine,MAPS,positive,7,2
9639,False,False,MLP,Phosphocreatine,MAPS,positive,7,2
9640,False,False,MLP,Phosphoenolpyruvic acid,MAPS,positive,7,2
9641,False,False,MLP,Phylloquinone,MAPS,positive,7,2
9642,False,False,MLP,Proline,MAPS,positive,7,2
9643,False,True,MLP,Propionylcarnitine,MAPS,positive,7,2
9644,False,False,MLP,Putrescine,MAPS,positive,7,2
9645,False,True,MLP,Pyridoxine,MAPS,positive,7,2
9646,False,True,MLP,Pyruvic acid,MAPS,positive,7,2
9647,False,True,MLP,Quinolinic acid,MAPS,positive,7,2
9648,False,True,MLP,Retinoic acid,MAPS,positive,7,2
9649,False,True,MLP,Ribulose,MAPS,positive,7,2
9650,False,True,MLP,Ribulose 5-phosphate,MAPS,positive,7,2
9651,True,True,MLP,SM d18:1-16:0,MAPS,positive,8,2
9652,True,True,MLP,Spermidine,MAPS,positive,8,2
9653,False,False,MLP,S-Adenosylhomocysteine,MAPS,positive,8,2
9654,False,False,MLP,S-Adenosylmethionine,MAPS,positive,8,2
9655,False,False,MLP,Serine,MAPS,positive,8,2
9656,False,True,MLP,Serotonin,MAPS,positive,8,2
9657,False,True,MLP,Succinic acid,MAPS,positive,8,2
9658,False,False,MLP,Taurine,MAPS,positive,8,2
9659,False,True,MLP,Taurocholic acid,MAPS,positive,8,2
9660,False,True,MLP,Tetrahydrofolic acid,MAPS,positive,8,2
9661,False,False,MLP,Thiamine,MAPS,positive,8,2
9662,False,False,MLP,Thymine,MAPS,positive,8,2
9663,False,False,MLP,Tryptophan,MAPS,positive,8,2
9664,False,False,MLP,Tyrosine,MAPS,positive,8,2
9665,False,True,MLP,Uracil,MAPS,positive,8,2
9666,True,False,MLP,TG 15:0-18:1-15:0,MAPS,positive,9,2
9667,True,True,MLP,alpha-tocopherol,MAPS,positive,9,2
9668,False,False,MLP,Ureidosuccinic acid,MAPS,positive,9,2
9669,False,False,MLP,Uric acid,MAPS,positive,9,2
9670,False,True,MLP,Uridine,MAPS,positive,9,2
9671,False,False,MLP,Uridine diphosphate,MAPS,positive,9,2
9672,False,True,MLP,Uridine diphosphate glucose,MAPS,positive,9,2
9673,False,False,MLP,Uridine diphosphate glucuronic acid,MAPS,positive,9,2
9674,False,True,MLP,Uridine diphosphate-N-acetylglucosamine,MAPS,positive,9,2
9675,False,False,MLP,Urocanic acid,MAPS,positive,9,2
9676,False,False,MLP,Valine,MAPS,positive,9,2
9677,False,True,MLP,Xanthine,MAPS,positive,9,2
9678,False,False,MLP,cis-Aconitic acid,MAPS,positive,9,2
9679,False,False,MLP,gamma-Aminobutyric acid,MAPS,positive,9,2
9680,False,True,MLP,myo-Inositol,MAPS,positive,9,2
9681,True,False,MLP,3-Hydroxymethylglutaric acid,NEDC,negative,0,2
9682,True,False,MLP,3-Phosphoglyceric acid,NEDC,negative,0,2
9683,True,False,MLP,Adenosine monophosphate,NEDC,negative,0,2
9684,True,True,MLP,CAR 16:0,NEDC,negative,0,2
9685,True,True,MLP,Cardiolipin 18:1,NEDC,negative,0,2
9686,False,False,MLP,2-Oxoglutaric acid,NEDC,negative,0,2
9687,False,False,MLP,3-Hydroxyanthranilic acid,NEDC,negative,0,2
9688,False,True,MLP,"4,5-Dihydroorotic acid",NEDC,negative,0,2
9689,False,True,MLP,4-Hydroxyproline,NEDC,negative,0,2
9690,False,True,MLP,5-Hydroxyindoleacetic acid,NEDC,negative,0,2
9691,False,True,MLP,6-Phosphogluconic acid,NEDC,negative,0,2
9692,False,True,MLP,Acetoacetic acid,NEDC,negative,0,2
9693,False,True,MLP,Acetyl-CoA,NEDC,negative,0,2
9694,False,True,MLP,Acetylcarnitine,NEDC,negative,0,2
9695,False,True,MLP,Acetylcholine,NEDC,negative,0,2
9696,False,False,MLP,Adenine,NEDC,negative,0,2
9697,False,True,MLP,Adenosine diphosphate,NEDC,negative,0,2
9698,True,True,MLP,Cer d8:1/22:0 Cer,NEDC,negative,1,2
9699,True,True,MLP,Cholic acid,NEDC,negative,1,2
9700,True,True,MLP,Fumaric acid,NEDC,negative,1,2
9701,True,True,MLP,GlcCer d18:1/18:0,NEDC,negative,1,2
9702,True,True,MLP,Glucosamine,NEDC,negative,1,2
9703,False,True,MLP,Agmatine,NEDC,negative,1,2
9704,False,True,MLP,Arginine,NEDC,negative,1,2
9705,False,False,MLP,Argininosuccinic acid,NEDC,negative,1,2
9706,False,False,MLP,Ascorbic acid,NEDC,negative,1,2
9707,False,True,MLP,Asparagine,NEDC,negative,1,2
9708,False,True,MLP,Aspartic acid,NEDC,negative,1,2
9709,False,True,MLP,Biotin,NEDC,negative,1,2
9710,False,True,MLP,Butyric acid,NEDC,negative,1,2
9711,False,True,MLP,Carnitine,NEDC,negative,1,2
9712,False,True,MLP,Carnosine,NEDC,negative,1,2
9713,False,True,MLP,Cholecalciferol,NEDC,negative,1,2
9714,False,True,MLP,Cholesterol,NEDC,negative,1,2
9715,True,True,MLP,Glucosyl cholesterol,NEDC,negative,2,2
9716,True,True,MLP,Glycerol 3-phosphate,NEDC,negative,2,2
9717,True,True,MLP,Kynurenic acid,NEDC,negative,2,2
9718,True,True,MLP,Lyso PA 18:1,NEDC,negative,2,2
9719,True,True,MLP,Lyso PC 15:0,NEDC,negative,2,2
9720,False,True,MLP,Cholesteryl acetate,NEDC,negative,2,2
9721,False,True,MLP,Cholesteryl ester 17:0,NEDC,negative,2,2
9722,False,False,MLP,Choline,NEDC,negative,2,2
9723,False,False,MLP,Citric acid,NEDC,negative,2,2
9724,False,False,MLP,Citrulline,NEDC,negative,2,2
9725,False,False,MLP,Coenzyme A,NEDC,negative,2,2
9726,False,True,MLP,Creatine,NEDC,negative,2,2
9727,False,True,MLP,Creatinine,NEDC,negative,2,2
9728,False,True,MLP,Cyclic adenosine monophosphate,NEDC,negative,2,2
9729,False,True,MLP,Cysteine,NEDC,negative,2,2
9730,False,True,MLP,Cystine,NEDC,negative,2,2
9731,False,True,MLP,Cytidine,NEDC,negative,2,2
9732,True,False,MLP,Lyso PE 18:0,NEDC,negative,3,2
9733,True,False,MLP,Lyso PG 16:0,NEDC,negative,3,2
9734,True,False,MLP,Lyso PI 17:1,NEDC,negative,3,2
9735,True,False,MLP,Lyso PS 17:1,NEDC,negative,3,2
9736,True,False,MLP,Malic acid,NEDC,negative,3,2
9737,False,False,MLP,Cytidine monophosphate,NEDC,negative,3,2
9738,False,False,MLP,Cytosine,NEDC,negative,3,2
9739,False,False,MLP,DG 18:0-22:6,NEDC,negative,3,2
9740,False,True,MLP,Dihydroxyacetone,NEDC,negative,3,2
9741,False,False,MLP,Dihydroxyacetone phosphate,NEDC,negative,3,2
9742,False,False,MLP,Dopamine,NEDC,negative,3,2
9743,False,False,MLP,Epinephrine,NEDC,negative,3,2
9744,False,False,MLP,Estradiol,NEDC,negative,3,2
9745,False,False,MLP,Flavin adenine dinucleotide,NEDC,negative,3,2
9746,False,False,MLP,Flavin mononucleotide,NEDC,negative,3,2
9747,False,False,MLP,Folic acid,NEDC,negative,3,2
9748,False,False,MLP,"Fructose 1,6-bisphosphate",NEDC,negative,3,2
9749,True,False,MLP,Malonic acid,NEDC,negative,4,2
9750,True,True,MLP,N-Acetylaspartylglutamic acid,NEDC,negative,4,2
9751,True,False,MLP,Orotic acid,NEDC,negative,4,2
9752,True,False,MLP,PA 16:0-18:1,NEDC,negative,4,2
9753,True,False,MLP,PC 15:0-18:1,NEDC,negative,4,2
9754,False,True,MLP,GM3 Ganglioside 18:0,NEDC,negative,4,2
9755,False,True,MLP,Gluconic acid,NEDC,negative,4,2
9756,False,True,MLP,Glucosamine 6-phosphate,NEDC,negative,4,2
9757,False,False,MLP,Glucose,NEDC,negative,4,2
9758,False,True,MLP,Glucose 6-phosphate,NEDC,negative,4,2
9759,False,True,MLP,Glutamic acid,NEDC,negative,4,2
9760,False,True,MLP,Glutamine,NEDC,negative,4,2
9761,False,True,MLP,Glutathione,NEDC,negative,4,2
9762,False,True,MLP,Glycerophosphocholine,NEDC,negative,4,2
9763,False,True,MLP,Glycine,NEDC,negative,4,2
9764,False,False,MLP,Guanine,NEDC,negative,4,2
9765,False,False,MLP,Histamine,NEDC,negative,4,2
9766,True,True,MLP,PE 18:0-20:4,NEDC,negative,5,2
9767,True,False,MLP,PG 16:0-18:1,NEDC,negative,5,2
9768,True,False,MLP,PI 16:0-18:1,NEDC,negative,5,2
9769,True,False,MLP,PI(5)P 18:1,NEDC,negative,5,2
9770,False,False,MLP,Histidine,NEDC,negative,5,2
9771,False,False,MLP,Homocysteine,NEDC,negative,5,2
9772,False,False,MLP,Hypoxanthine,NEDC,negative,5,2
9773,False,True,MLP,Kynurenine,NEDC,negative,5,2
9774,False,False,MLP,L-Dopa,NEDC,negative,5,2
9775,False,False,MLP,Lactic acid,NEDC,negative,5,2
9776,False,False,MLP,MG 18:1,NEDC,negative,5,2
9777,False,True,MLP,Melatonin,NEDC,negative,5,2
9778,False,False,MLP,Methionine,NEDC,negative,5,2
9779,False,False,MLP,Mevalonic acid,NEDC,negative,5,2
9780,False,True,MLP,Myo-inositol 1-phosphate,NEDC,negative,5,2
9781,False,False,MLP,N-Acetylaspartic acid,NEDC,negative,5,2
9782,True,True,MLP,PS (POPS) 16:0-18:1,NEDC,negative,6,2
9783,True,False,MLP,Palmitic acid,NEDC,negative,6,2
9784,True,False,MLP,Palmitoyl-CoA,NEDC,negative,6,2
9785,True,False,MLP,Pantetheine,NEDC,negative,6,2
9786,False,False,MLP,N-Acetylgalactosamine 6-phosphate,NEDC,negative,6,2
9787,False,False,MLP,N-Acetylglucosamine,NEDC,negative,6,2
9788,False,False,MLP,"N6,N6,N6-Trimethyllysine",NEDC,negative,6,2
9789,False,False,MLP,Niacinamide,NEDC,negative,6,2
9790,False,False,MLP,Nicotinamide adenine dinucleotide (NAD),NEDC,negative,6,2
9791,False,False,MLP,"Nicotinamide adenine dinucleotide, reduced (NADH)",NEDC,negative,6,2
9792,False,False,MLP,Nicotinamide riboside,NEDC,negative,6,2
9793,False,False,MLP,Nicotinamide ribotide,NEDC,negative,6,2
9794,False,False,MLP,Nicotinic acid,NEDC,negative,6,2
9795,False,True,MLP,Ornithine,NEDC,negative,6,2
9796,False,False,MLP,Oxalacetic acid,NEDC,negative,6,2
9797,False,False,MLP,Oxidized glutathione,NEDC,negative,6,2
9798,True,True,MLP,Prostaglandin E1,NEDC,negative,7,2
9799,True,True,MLP,Riboflavin,NEDC,negative,7,2
9800,True,False,MLP,S-Adenosylhomocysteine,NEDC,negative,7,2
9801,True,False,MLP,SM d18:1-16:0,NEDC,negative,7,2
9802,False,False,MLP,PC (O) C16-18:1,NEDC,negative,7,2
