,observed_value,prediction,classifier,name_short,matrix,polarity,fold
57,True,True,DecisionTree,5-Hydroxyindoleacetic acid,ClCCA,positive,0
58,True,True,DecisionTree,6-Phosphogluconic acid,ClCCA,positive,0
59,True,True,DecisionTree,Acetyl-CoA,ClCCA,positive,0
60,True,True,DecisionTree,Acetylcarnitine,ClCCA,positive,0
61,True,True,DecisionTree,Acetylcholine,ClCCA,positive,0
62,True,True,DecisionTree,Adenine,ClCCA,positive,0
63,True,True,DecisionTree,Adenosine diphosphate,ClCCA,positive,0
64,True,True,DecisionTree,Adenosine monophosphate,ClCCA,positive,0
65,True,True,DecisionTree,Agmatine,ClCCA,positive,0
66,False,True,DecisionTree,Acetoacetic acid,ClCCA,positive,0
67,False,True,DecisionTree,Butyric acid,ClCCA,positive,0
68,True,True,RandomForest,2-Oxoglutaric acid,ClCCA,positive,0
69,True,True,RandomForest,3-Hydroxyanthranilic acid,ClCCA,positive,0
70,True,True,RandomForest,3-Hydroxymethylglutaric acid,ClCCA,positive,0
71,True,True,RandomForest,3-Phosphoglyceric acid,ClCCA,positive,0
72,True,True,RandomForest,"4,5-Dihydroorotic acid",ClCCA,positive,0
73,True,False,RandomForest,4-Hydroxyproline,ClCCA,positive,0
74,True,True,RandomForest,5-Hydroxyindoleacetic acid,ClCCA,positive,0
75,True,True,RandomForest,6-Phosphogluconic acid,ClCCA,positive,0
76,True,True,RandomForest,Acetyl-CoA,ClCCA,positive,0
77,True,True,RandomForest,Acetylcarnitine,ClCCA,positive,0
78,True,True,RandomForest,Acetylcholine,ClCCA,positive,0
79,True,True,RandomForest,Adenine,ClCCA,positive,0
80,True,True,RandomForest,Adenosine diphosphate,ClCCA,positive,0
81,True,True,RandomForest,Adenosine monophosphate,ClCCA,positive,0
82,True,True,RandomForest,Agmatine,ClCCA,positive,0
83,False,True,RandomForest,Acetoacetic acid,ClCCA,positive,0
84,False,True,RandomForest,Butyric acid,ClCCA,positive,0
85,True,False,MLP,2-Oxoglutaric acid,ClCCA,positive,0
86,True,True,MLP,3-Hydroxyanthranilic acid,ClCCA,positive,0
87,True,True,MLP,3-Hydroxymethylglutaric acid,ClCCA,positive,0
88,True,True,MLP,3-Phosphoglyceric acid,ClCCA,positive,0
89,True,False,MLP,"4,5-Dihydroorotic acid",ClCCA,positive,0
90,True,True,MLP,4-Hydroxyproline,ClCCA,positive,0
91,True,True,MLP,5-Hydroxyindoleacetic acid,ClCCA,positive,0
92,True,True,MLP,6-Phosphogluconic acid,ClCCA,positive,0
93,True,True,MLP,Acetyl-CoA,ClCCA,positive,0
94,True,True,MLP,Acetylcarnitine,ClCCA,positive,0
95,True,False,MLP,Acetylcholine,ClCCA,positive,0
96,True,False,MLP,Adenine,ClCCA,positive,0
97,True,True,MLP,Adenosine diphosphate,ClCCA,positive,0
98,True,True,MLP,Adenosine monophosphate,ClCCA,positive,0
99,True,False,MLP,Agmatine,ClCCA,positive,0
100,False,True,MLP,Acetoacetic acid,ClCCA,positive,0
101,False,True,MLP,Butyric acid,ClCCA,positive,0
102,True,False,GaussianProcess,2-Oxoglutaric acid,ClCCA,positive,0
103,True,True,GaussianProcess,3-Hydroxyanthranilic acid,ClCCA,positive,0
104,True,True,GaussianProcess,3-Hydroxymethylglutaric acid,ClCCA,positive,0
105,True,False,GaussianProcess,3-Phosphoglyceric acid,ClCCA,positive,0
106,True,False,GaussianProcess,"4,5-Dihydroorotic acid",ClCCA,positive,0
107,True,True,GaussianProcess,4-Hydroxyproline,ClCCA,positive,0
108,True,True,GaussianProcess,5-Hydroxyindoleacetic acid,ClCCA,positive,0
109,True,False,GaussianProcess,6-Phosphogluconic acid,ClCCA,positive,0
110,True,False,GaussianProcess,Acetyl-CoA,ClCCA,positive,0
111,True,False,GaussianProcess,Acetylcarnitine,ClCCA,positive,0
112,True,False,GaussianProcess,Acetylcholine,ClCCA,positive,0
113,True,False,GaussianProcess,Adenine,ClCCA,positive,0
114,True,True,GaussianProcess,Adenosine diphosphate,ClCCA,positive,0
115,True,True,GaussianProcess,Adenosine monophosphate,ClCCA,positive,0
116,True,False,GaussianProcess,Agmatine,ClCCA,positive,0
117,False,True,GaussianProcess,Acetoacetic acid,ClCCA,positive,0
118,False,False,GaussianProcess,Butyric acid,ClCCA,positive,0
0,True,False,Logistic_reg,Arginine,ClCCA,positive,1
1,True,False,Logistic_reg,Argininosuccinic acid,ClCCA,positive,1
2,True,False,Logistic_reg,Ascorbic acid,ClCCA,positive,1
3,True,False,Logistic_reg,Asparagine,ClCCA,positive,1
4,True,True,Logistic_reg,Aspartic acid,ClCCA,positive,1
5,True,True,Logistic_reg,Biotin,ClCCA,positive,1
6,True,True,Logistic_reg,CAR 16:0,ClCCA,positive,1
7,True,False,Logistic_reg,Cardiolipin 18:1,ClCCA,positive,1
8,True,True,Logistic_reg,Carnitine,ClCCA,positive,1
9,True,True,Logistic_reg,Carnosine,ClCCA,positive,1
10,True,True,Logistic_reg,Cer d8:1/22:0 Cer,ClCCA,positive,1
11,True,True,Logistic_reg,Cholecalciferol,ClCCA,positive,1
12,True,True,Logistic_reg,Cholesteryl ester 17:0,ClCCA,positive,1
13,True,True,Logistic_reg,Cholic acid,ClCCA,positive,1
14,True,True,Logistic_reg,Choline,ClCCA,positive,1
15,False,True,Logistic_reg,Cholesterol,ClCCA,positive,1
16,False,True,Logistic_reg,Cholesteryl acetate,ClCCA,positive,1
17,True,False,SVC_poly,Arginine,ClCCA,positive,1
18,True,False,SVC_poly,Argininosuccinic acid,ClCCA,positive,1
19,True,False,SVC_poly,Ascorbic acid,ClCCA,positive,1
20,True,False,SVC_poly,Asparagine,ClCCA,positive,1
21,True,True,SVC_poly,Aspartic acid,ClCCA,positive,1
22,True,False,SVC_poly,Biotin,ClCCA,positive,1
23,True,True,SVC_poly,CAR 16:0,ClCCA,positive,1
24,True,False,SVC_poly,Cardiolipin 18:1,ClCCA,positive,1
25,True,True,SVC_poly,Carnitine,ClCCA,positive,1
26,True,False,SVC_poly,Carnosine,ClCCA,positive,1
27,True,True,SVC_poly,Cer d8:1/22:0 Cer,ClCCA,positive,1
28,True,True,SVC_poly,Cholecalciferol,ClCCA,positive,1
29,True,True,SVC_poly,Cholesteryl ester 17:0,ClCCA,positive,1
30,True,True,SVC_poly,Cholic acid,ClCCA,positive,1
31,True,True,SVC_poly,Choline,ClCCA,positive,1
32,False,False,SVC_poly,Cholesterol,ClCCA,positive,1
33,False,True,SVC_poly,Cholesteryl acetate,ClCCA,positive,1
34,True,False,KNeighbors,Arginine,ClCCA,positive,1
35,True,False,KNeighbors,Argininosuccinic acid,ClCCA,positive,1
36,True,True,KNeighbors,Ascorbic acid,ClCCA,positive,1
37,True,True,KNeighbors,Asparagine,ClCCA,positive,1
38,True,True,KNeighbors,Aspartic acid,ClCCA,positive,1
39,True,False,KNeighbors,Biotin,ClCCA,positive,1
40,True,True,KNeighbors,CAR 16:0,ClCCA,positive,1
41,True,True,KNeighbors,Cardiolipin 18:1,ClCCA,positive,1
42,True,True,KNeighbors,Carnitine,ClCCA,positive,1
43,True,False,KNeighbors,Carnosine,ClCCA,positive,1
44,True,True,KNeighbors,Cer d8:1/22:0 Cer,ClCCA,positive,1
45,True,True,KNeighbors,Cholecalciferol,ClCCA,positive,1
46,True,True,KNeighbors,Cholesteryl ester 17:0,ClCCA,positive,1
47,True,True,KNeighbors,Cholic acid,ClCCA,positive,1
48,True,True,KNeighbors,Choline,ClCCA,positive,1
49,False,True,KNeighbors,Cholesterol,ClCCA,positive,1
50,False,True,KNeighbors,Cholesteryl acetate,ClCCA,positive,1
51,True,False,DecisionTree,Arginine,ClCCA,positive,1
52,True,True,DecisionTree,Argininosuccinic acid,ClCCA,positive,1
53,True,True,DecisionTree,Ascorbic acid,ClCCA,positive,1
54,True,True,DecisionTree,Asparagine,ClCCA,positive,1
55,True,False,DecisionTree,Aspartic acid,ClCCA,positive,1
56,True,True,DecisionTree,Biotin,ClCCA,positive,1
57,True,True,DecisionTree,CAR 16:0,ClCCA,positive,1
58,True,True,DecisionTree,Cardiolipin 18:1,ClCCA,positive,1
59,True,True,DecisionTree,Carnitine,ClCCA,positive,1
60,True,True,DecisionTree,Carnosine,ClCCA,positive,1
61,True,True,DecisionTree,Cer d8:1/22:0 Cer,ClCCA,positive,1
62,True,True,DecisionTree,Cholecalciferol,ClCCA,positive,1
63,True,True,DecisionTree,Cholesteryl ester 17:0,ClCCA,positive,1
64,True,True,DecisionTree,Cholic acid,ClCCA,positive,1
65,True,True,DecisionTree,Choline,ClCCA,positive,1
66,False,True,DecisionTree,Cholesterol,ClCCA,positive,1
67,False,True,DecisionTree,Cholesteryl acetate,ClCCA,positive,1
68,True,False,RandomForest,Arginine,ClCCA,positive,1
69,True,True,RandomForest,Argininosuccinic acid,ClCCA,positive,1
70,True,True,RandomForest,Ascorbic acid,ClCCA,positive,1
71,True,True,RandomForest,Asparagine,ClCCA,positive,1
72,True,True,RandomForest,Aspartic acid,ClCCA,positive,1
73,True,True,RandomForest,Biotin,ClCCA,positive,1
74,True,True,RandomForest,CAR 16:0,ClCCA,positive,1
75,True,True,RandomForest,Cardiolipin 18:1,ClCCA,positive,1
76,True,True,RandomForest,Carnitine,ClCCA,positive,1
77,True,True,RandomForest,Carnosine,ClCCA,positive,1
78,True,True,RandomForest,Cer d8:1/22:0 Cer,ClCCA,positive,1
79,True,True,RandomForest,Cholecalciferol,ClCCA,positive,1
80,True,True,RandomForest,Cholesteryl ester 17:0,ClCCA,positive,1
81,True,True,RandomForest,Cholic acid,ClCCA,positive,1
82,True,True,RandomForest,Choline,ClCCA,positive,1
83,False,True,RandomForest,Cholesterol,ClCCA,positive,1
84,False,True,RandomForest,Cholesteryl acetate,ClCCA,positive,1
85,True,False,MLP,Arginine,ClCCA,positive,1
86,True,False,MLP,Argininosuccinic acid,ClCCA,positive,1
87,True,False,MLP,Ascorbic acid,ClCCA,positive,1
88,True,True,MLP,Asparagine,ClCCA,positive,1
89,True,True,MLP,Aspartic acid,ClCCA,positive,1
90,True,True,MLP,Biotin,ClCCA,positive,1
91,True,True,MLP,CAR 16:0,ClCCA,positive,1
92,True,False,MLP,Cardiolipin 18:1,ClCCA,positive,1
93,True,True,MLP,Carnitine,ClCCA,positive,1
94,True,True,MLP,Carnosine,ClCCA,positive,1
95,True,True,MLP,Cer d8:1/22:0 Cer,ClCCA,positive,1
96,True,True,MLP,Cholecalciferol,ClCCA,positive,1
97,True,True,MLP,Cholesteryl ester 17:0,ClCCA,positive,1
98,True,True,MLP,Cholic acid,ClCCA,positive,1
99,True,True,MLP,Choline,ClCCA,positive,1
100,False,True,MLP,Cholesterol,ClCCA,positive,1
101,False,True,MLP,Cholesteryl acetate,ClCCA,positive,1
102,True,False,GaussianProcess,Arginine,ClCCA,positive,1
103,True,False,GaussianProcess,Argininosuccinic acid,ClCCA,positive,1
104,True,False,GaussianProcess,Ascorbic acid,ClCCA,positive,1
105,True,False,GaussianProcess,Asparagine,ClCCA,positive,1
106,True,True,GaussianProcess,Aspartic acid,ClCCA,positive,1
107,True,False,GaussianProcess,Biotin,ClCCA,positive,1
108,True,True,GaussianProcess,CAR 16:0,ClCCA,positive,1
109,True,False,GaussianProcess,Cardiolipin 18:1,ClCCA,positive,1
110,True,True,GaussianProcess,Carnitine,ClCCA,positive,1
111,True,True,GaussianProcess,Carnosine,ClCCA,positive,1
112,True,True,GaussianProcess,Cer d8:1/22:0 Cer,ClCCA,positive,1
113,True,True,GaussianProcess,Cholecalciferol,ClCCA,positive,1
114,True,True,GaussianProcess,Cholesteryl ester 17:0,ClCCA,positive,1
115,True,True,GaussianProcess,Cholic acid,ClCCA,positive,1
116,True,True,GaussianProcess,Choline,ClCCA,positive,1
117,False,True,GaussianProcess,Cholesterol,ClCCA,positive,1
118,False,True,GaussianProcess,Cholesteryl acetate,ClCCA,positive,1
0,True,True,Logistic_reg,Citric acid,ClCCA,positive,2
1,True,True,Logistic_reg,Citrulline,ClCCA,positive,2
2,True,False,Logistic_reg,Coenzyme A,ClCCA,positive,2
3,True,False,Logistic_reg,Creatine,ClCCA,positive,2
4,True,False,Logistic_reg,Creatinine,ClCCA,positive,2
5,True,True,Logistic_reg,Cyclic adenosine monophosphate,ClCCA,positive,2
6,True,False,Logistic_reg,Cysteine,ClCCA,positive,2
7,True,False,Logistic_reg,Cytidine,ClCCA,positive,2
8,True,True,Logistic_reg,Cytidine monophosphate,ClCCA,positive,2
9,True,True,Logistic_reg,Cytosine,ClCCA,positive,2
10,True,False,Logistic_reg,DG 18:0-22:6,ClCCA,positive,2
11,True,True,Logistic_reg,Dihydroxyacetone phosphate,ClCCA,positive,2
12,True,True,Logistic_reg,Dopamine,ClCCA,positive,2
13,True,False,Logistic_reg,Epinephrine,ClCCA,positive,2
14,True,True,Logistic_reg,Estradiol,ClCCA,positive,2
15,False,False,Logistic_reg,Cystine,ClCCA,positive,2
16,False,False,Logistic_reg,Dihydroxyacetone,ClCCA,positive,2
17,True,True,SVC_poly,Citric acid,ClCCA,positive,2
18,True,True,SVC_poly,Citrulline,ClCCA,positive,2
19,True,False,SVC_poly,Coenzyme A,ClCCA,positive,2
20,True,False,SVC_poly,Creatine,ClCCA,positive,2
21,True,True,SVC_poly,Creatinine,ClCCA,positive,2
22,True,True,SVC_poly,Cyclic adenosine monophosphate,ClCCA,positive,2
23,True,False,SVC_poly,Cysteine,ClCCA,positive,2
24,True,True,SVC_poly,Cytidine,ClCCA,positive,2
25,True,False,SVC_poly,Cytidine monophosphate,ClCCA,positive,2
26,True,True,SVC_poly,Cytosine,ClCCA,positive,2
27,True,False,SVC_poly,DG 18:0-22:6,ClCCA,positive,2
28,True,True,SVC_poly,Dihydroxyacetone phosphate,ClCCA,positive,2
29,True,True,SVC_poly,Dopamine,ClCCA,positive,2
30,True,False,SVC_poly,Epinephrine,ClCCA,positive,2
31,True,False,SVC_poly,Estradiol,ClCCA,positive,2
32,False,False,SVC_poly,Cystine,ClCCA,positive,2
33,False,False,SVC_poly,Dihydroxyacetone,ClCCA,positive,2
34,True,True,KNeighbors,Citric acid,ClCCA,positive,2
35,True,True,KNeighbors,Citrulline,ClCCA,positive,2
36,True,False,KNeighbors,Coenzyme A,ClCCA,positive,2
37,True,True,KNeighbors,Creatine,ClCCA,positive,2
38,True,True,KNeighbors,Creatinine,ClCCA,positive,2
39,True,True,KNeighbors,Cyclic adenosine monophosphate,ClCCA,positive,2
40,True,False,KNeighbors,Cysteine,ClCCA,positive,2
41,True,True,KNeighbors,Cytidine,ClCCA,positive,2
42,True,True,KNeighbors,Cytidine monophosphate,ClCCA,positive,2
43,True,True,KNeighbors,Cytosine,ClCCA,positive,2
44,True,True,KNeighbors,DG 18:0-22:6,ClCCA,positive,2
45,True,True,KNeighbors,Dihydroxyacetone phosphate,ClCCA,positive,2
46,True,True,KNeighbors,Dopamine,ClCCA,positive,2
47,True,True,KNeighbors,Epinephrine,ClCCA,positive,2
48,True,True,KNeighbors,Estradiol,ClCCA,positive,2
49,False,True,KNeighbors,Cystine,ClCCA,positive,2
50,False,False,KNeighbors,Dihydroxyacetone,ClCCA,positive,2
51,True,True,DecisionTree,Citric acid,ClCCA,positive,2
52,True,True,DecisionTree,Citrulline,ClCCA,positive,2
53,True,False,DecisionTree,Coenzyme A,ClCCA,positive,2
54,True,True,DecisionTree,Creatine,ClCCA,positive,2
55,True,True,DecisionTree,Creatinine,ClCCA,positive,2
56,True,True,DecisionTree,Cyclic adenosine monophosphate,ClCCA,positive,2
57,True,False,DecisionTree,Cysteine,ClCCA,positive,2
58,True,True,DecisionTree,Cytidine,ClCCA,positive,2
59,True,True,DecisionTree,Cytidine monophosphate,ClCCA,positive,2
60,True,True,DecisionTree,Cytosine,ClCCA,positive,2
61,True,False,DecisionTree,DG 18:0-22:6,ClCCA,positive,2
62,True,True,DecisionTree,Dihydroxyacetone phosphate,ClCCA,positive,2
63,True,True,DecisionTree,Dopamine,ClCCA,positive,2
64,True,True,DecisionTree,Epinephrine,ClCCA,positive,2
65,True,True,DecisionTree,Estradiol,ClCCA,positive,2
66,False,True,DecisionTree,Cystine,ClCCA,positive,2
67,False,False,DecisionTree,Dihydroxyacetone,ClCCA,positive,2
68,True,True,RandomForest,Citric acid,ClCCA,positive,2
69,True,True,RandomForest,Citrulline,ClCCA,positive,2
70,True,False,RandomForest,Coenzyme A,ClCCA,positive,2
71,True,True,RandomForest,Creatine,ClCCA,positive,2
72,True,True,RandomForest,Creatinine,ClCCA,positive,2
73,True,True,RandomForest,Cyclic adenosine monophosphate,ClCCA,positive,2
74,True,False,RandomForest,Cysteine,ClCCA,positive,2
75,True,True,RandomForest,Cytidine,ClCCA,positive,2
76,True,True,RandomForest,Cytidine monophosphate,ClCCA,positive,2
77,True,False,RandomForest,Cytosine,ClCCA,positive,2
78,True,False,RandomForest,DG 18:0-22:6,ClCCA,positive,2
79,True,True,RandomForest,Dihydroxyacetone phosphate,ClCCA,positive,2
80,True,True,RandomForest,Dopamine,ClCCA,positive,2
81,True,True,RandomForest,Epinephrine,ClCCA,positive,2
82,True,True,RandomForest,Estradiol,ClCCA,positive,2
83,False,True,RandomForest,Cystine,ClCCA,positive,2
84,False,False,RandomForest,Dihydroxyacetone,ClCCA,positive,2
85,True,True,MLP,Citric acid,ClCCA,positive,2
86,True,True,MLP,Citrulline,ClCCA,positive,2
87,True,False,MLP,Coenzyme A,ClCCA,positive,2
88,True,False,MLP,Creatine,ClCCA,positive,2
89,True,True,MLP,Creatinine,ClCCA,positive,2
90,True,True,MLP,Cyclic adenosine monophosphate,ClCCA,positive,2
91,True,False,MLP,Cysteine,ClCCA,positive,2
92,True,True,MLP,Cytidine,ClCCA,positive,2
93,True,True,MLP,Cytidine monophosphate,ClCCA,positive,2
94,True,True,MLP,Cytosine,ClCCA,positive,2
95,True,False,MLP,DG 18:0-22:6,ClCCA,positive,2
96,True,True,MLP,Dihydroxyacetone phosphate,ClCCA,positive,2
97,True,True,MLP,Dopamine,ClCCA,positive,2
98,True,False,MLP,Epinephrine,ClCCA,positive,2
99,True,True,MLP,Estradiol,ClCCA,positive,2
100,False,True,MLP,Cystine,ClCCA,positive,2
101,False,False,MLP,Dihydroxyacetone,ClCCA,positive,2
102,True,True,GaussianProcess,Citric acid,ClCCA,positive,2
103,True,True,GaussianProcess,Citrulline,ClCCA,positive,2
104,True,False,GaussianProcess,Coenzyme A,ClCCA,positive,2
105,True,False,GaussianProcess,Creatine,ClCCA,positive,2
106,True,False,GaussianProcess,Creatinine,ClCCA,positive,2
107,True,True,GaussianProcess,Cyclic adenosine monophosphate,ClCCA,positive,2
108,True,False,GaussianProcess,Cysteine,ClCCA,positive,2
109,True,False,GaussianProcess,Cytidine,ClCCA,positive,2
110,True,True,GaussianProcess,Cytidine monophosphate,ClCCA,positive,2
111,True,True,GaussianProcess,Cytosine,ClCCA,positive,2
112,True,False,GaussianProcess,DG 18:0-22:6,ClCCA,positive,2
113,True,True,GaussianProcess,Dihydroxyacetone phosphate,ClCCA,positive,2
114,True,True,GaussianProcess,Dopamine,ClCCA,positive,2
115,True,False,GaussianProcess,Epinephrine,ClCCA,positive,2
116,True,True,GaussianProcess,Estradiol,ClCCA,positive,2
117,False,False,GaussianProcess,Cystine,ClCCA,positive,2
118,False,False,GaussianProcess,Dihydroxyacetone,ClCCA,positive,2
0,True,True,Logistic_reg,Flavin adenine dinucleotide,ClCCA,positive,3
1,True,True,Logistic_reg,Flavin mononucleotide,ClCCA,positive,3
2,True,True,Logistic_reg,Folic acid,ClCCA,positive,3
3,True,True,Logistic_reg,"Fructose 1,6-bisphosphate",ClCCA,positive,3
4,True,True,Logistic_reg,GM3 Ganglioside 18:0,ClCCA,positive,3
5,True,False,Logistic_reg,GlcCer d18:1/18:0,ClCCA,positive,3
6,True,True,Logistic_reg,Gluconic acid,ClCCA,positive,3
7,True,True,Logistic_reg,Glucosamine,ClCCA,positive,3
8,True,False,Logistic_reg,Glucosamine 6-phosphate,ClCCA,positive,3
9,True,True,Logistic_reg,Glucose,ClCCA,positive,3
10,True,True,Logistic_reg,Glucose 6-phosphate,ClCCA,positive,3
11,True,False,Logistic_reg,Glucosyl cholesterol,ClCCA,positive,3
12,True,True,Logistic_reg,Glutamic acid,ClCCA,positive,3
13,True,True,Logistic_reg,Glutamine,ClCCA,positive,3
14,True,False,Logistic_reg,Glutathione,ClCCA,positive,3
15,False,True,Logistic_reg,Fumaric acid,ClCCA,positive,3
16,False,False,Logistic_reg,Lactic acid,ClCCA,positive,3
17,True,True,SVC_poly,Flavin adenine dinucleotide,ClCCA,positive,3
18,True,True,SVC_poly,Flavin mononucleotide,ClCCA,positive,3
19,True,False,SVC_poly,Folic acid,ClCCA,positive,3
20,True,True,SVC_poly,"Fructose 1,6-bisphosphate",ClCCA,positive,3
21,True,True,SVC_poly,GM3 Ganglioside 18:0,ClCCA,positive,3
22,True,False,SVC_poly,GlcCer d18:1/18:0,ClCCA,positive,3
23,True,True,SVC_poly,Gluconic acid,ClCCA,positive,3
24,True,True,SVC_poly,Glucosamine,ClCCA,positive,3
25,True,False,SVC_poly,Glucosamine 6-phosphate,ClCCA,positive,3
26,True,False,SVC_poly,Glucose,ClCCA,positive,3
27,True,True,SVC_poly,Glucose 6-phosphate,ClCCA,positive,3
28,True,False,SVC_poly,Glucosyl cholesterol,ClCCA,positive,3
29,True,True,SVC_poly,Glutamic acid,ClCCA,positive,3
30,True,True,SVC_poly,Glutamine,ClCCA,positive,3
31,True,False,SVC_poly,Glutathione,ClCCA,positive,3
32,False,True,SVC_poly,Fumaric acid,ClCCA,positive,3
33,False,False,SVC_poly,Lactic acid,ClCCA,positive,3
34,True,True,KNeighbors,Flavin adenine dinucleotide,ClCCA,positive,3
35,True,True,KNeighbors,Flavin mononucleotide,ClCCA,positive,3
36,True,True,KNeighbors,Folic acid,ClCCA,positive,3
37,True,True,KNeighbors,"Fructose 1,6-bisphosphate",ClCCA,positive,3
38,True,False,KNeighbors,GM3 Ganglioside 18:0,ClCCA,positive,3
39,True,False,KNeighbors,GlcCer d18:1/18:0,ClCCA,positive,3
40,True,True,KNeighbors,Gluconic acid,ClCCA,positive,3
41,True,True,KNeighbors,Glucosamine,ClCCA,positive,3
42,True,True,KNeighbors,Glucosamine 6-phosphate,ClCCA,positive,3
43,True,True,KNeighbors,Glucose,ClCCA,positive,3
44,True,False,KNeighbors,Glucose 6-phosphate,ClCCA,positive,3
45,True,True,KNeighbors,Glucosyl cholesterol,ClCCA,positive,3
46,True,True,KNeighbors,Glutamic acid,ClCCA,positive,3
47,True,True,KNeighbors,Glutamine,ClCCA,positive,3
48,True,True,KNeighbors,Glutathione,ClCCA,positive,3
49,False,True,KNeighbors,Fumaric acid,ClCCA,positive,3
50,False,True,KNeighbors,Lactic acid,ClCCA,positive,3
51,True,True,DecisionTree,Flavin adenine dinucleotide,ClCCA,positive,3
52,True,True,DecisionTree,Flavin mononucleotide,ClCCA,positive,3
53,True,True,DecisionTree,Folic acid,ClCCA,positive,3
54,True,True,DecisionTree,"Fructose 1,6-bisphosphate",ClCCA,positive,3
55,True,True,DecisionTree,GM3 Ganglioside 18:0,ClCCA,positive,3
56,True,True,DecisionTree,GlcCer d18:1/18:0,ClCCA,positive,3
57,True,True,DecisionTree,Gluconic acid,ClCCA,positive,3
58,True,True,DecisionTree,Glucosamine,ClCCA,positive,3
59,True,False,DecisionTree,Glucosamine 6-phosphate,ClCCA,positive,3
60,True,True,DecisionTree,Glucose,ClCCA,positive,3
61,True,True,DecisionTree,Glucose 6-phosphate,ClCCA,positive,3
62,True,True,DecisionTree,Glucosyl cholesterol,ClCCA,positive,3
63,True,True,DecisionTree,Glutamic acid,ClCCA,positive,3
64,True,True,DecisionTree,Glutamine,ClCCA,positive,3
65,True,True,DecisionTree,Glutathione,ClCCA,positive,3
66,False,True,DecisionTree,Fumaric acid,ClCCA,positive,3
67,False,True,DecisionTree,Lactic acid,ClCCA,positive,3
68,True,True,RandomForest,Flavin adenine dinucleotide,ClCCA,positive,3
69,True,True,RandomForest,Flavin mononucleotide,ClCCA,positive,3
70,True,True,RandomForest,Folic acid,ClCCA,positive,3
71,True,True,RandomForest,"Fructose 1,6-bisphosphate",ClCCA,positive,3
72,True,True,RandomForest,GM3 Ganglioside 18:0,ClCCA,positive,3
73,True,True,RandomForest,GlcCer d18:1/18:0,ClCCA,positive,3
74,True,True,RandomForest,Gluconic acid,ClCCA,positive,3
75,True,True,RandomForest,Glucosamine,ClCCA,positive,3
76,True,False,RandomForest,Glucosamine 6-phosphate,ClCCA,positive,3
77,True,True,RandomForest,Glucose,ClCCA,positive,3
78,True,True,RandomForest,Glucose 6-phosphate,ClCCA,positive,3
79,True,True,RandomForest,Glucosyl cholesterol,ClCCA,positive,3
80,True,True,RandomForest,Glutamic acid,ClCCA,positive,3
81,True,True,RandomForest,Glutamine,ClCCA,positive,3
82,True,True,RandomForest,Glutathione,ClCCA,positive,3
83,False,True,RandomForest,Fumaric acid,ClCCA,positive,3
84,False,True,RandomForest,Lactic acid,ClCCA,positive,3
85,True,True,MLP,Flavin adenine dinucleotide,ClCCA,positive,3
86,True,True,MLP,Flavin mononucleotide,ClCCA,positive,3
87,True,True,MLP,Folic acid,ClCCA,positive,3
88,True,True,MLP,"Fructose 1,6-bisphosphate",ClCCA,positive,3
89,True,True,MLP,GM3 Ganglioside 18:0,ClCCA,positive,3
90,True,False,MLP,GlcCer d18:1/18:0,ClCCA,positive,3
91,True,True,MLP,Gluconic acid,ClCCA,positive,3
92,True,True,MLP,Glucosamine,ClCCA,positive,3
93,True,False,MLP,Glucosamine 6-phosphate,ClCCA,positive,3
94,True,True,MLP,Glucose,ClCCA,positive,3
95,True,True,MLP,Glucose 6-phosphate,ClCCA,positive,3
96,True,False,MLP,Glucosyl cholesterol,ClCCA,positive,3
97,True,True,MLP,Glutamic acid,ClCCA,positive,3
98,True,True,MLP,Glutamine,ClCCA,positive,3
99,True,False,MLP,Glutathione,ClCCA,positive,3
100,False,True,MLP,Fumaric acid,ClCCA,positive,3
101,False,False,MLP,Lactic acid,ClCCA,positive,3
102,True,True,GaussianProcess,Flavin adenine dinucleotide,ClCCA,positive,3
103,True,True,GaussianProcess,Flavin mononucleotide,ClCCA,positive,3
104,True,True,GaussianProcess,Folic acid,ClCCA,positive,3
105,True,True,GaussianProcess,"Fructose 1,6-bisphosphate",ClCCA,positive,3
106,True,True,GaussianProcess,GM3 Ganglioside 18:0,ClCCA,positive,3
107,True,False,GaussianProcess,GlcCer d18:1/18:0,ClCCA,positive,3
108,True,True,GaussianProcess,Gluconic acid,ClCCA,positive,3
109,True,True,GaussianProcess,Glucosamine,ClCCA,positive,3
110,True,False,GaussianProcess,Glucosamine 6-phosphate,ClCCA,positive,3
111,True,True,GaussianProcess,Glucose,ClCCA,positive,3
112,True,True,GaussianProcess,Glucose 6-phosphate,ClCCA,positive,3
113,True,False,GaussianProcess,Glucosyl cholesterol,ClCCA,positive,3
114,True,True,GaussianProcess,Glutamic acid,ClCCA,positive,3
115,True,True,GaussianProcess,Glutamine,ClCCA,positive,3
116,True,False,GaussianProcess,Glutathione,ClCCA,positive,3
117,False,True,GaussianProcess,Fumaric acid,ClCCA,positive,3
118,False,False,GaussianProcess,Lactic acid,ClCCA,positive,3
0,True,False,Logistic_reg,Glycerol 3-phosphate,ClCCA,positive,4
1,True,True,Logistic_reg,Glycerophosphocholine,ClCCA,positive,4
2,True,False,Logistic_reg,Glycine,ClCCA,positive,4
3,True,False,Logistic_reg,Guanine,ClCCA,positive,4
4,True,True,Logistic_reg,Histamine,ClCCA,positive,4
5,True,True,Logistic_reg,Histidine,ClCCA,positive,4
