,name_short,adduct,spot_intensity_bgr_corrected,pred_val,Matrix short,Polarity,formal_charge,detectability,matrix_obscured
26443,Lyso PA 18:1,[M]-,602.26984,0.81,CHCA,negative,0.0,True,0
26467,Lyso PA 18:1,[M]-,0.0,0.0061678046235247,DAN,negative,0.0,False,0
26475,Lyso PA 18:1,+Cl,0.0,0.0061678046235247,DAN,negative,0.0,False,0
26479,Lyso PA 18:1,-H,-0.005163995,0.0061678046235247,DAN,negative,0.0,False,0
26486,Lyso PA 18:1,-H,1518.5098,0.81,DHAP,negative,0.0,True,0
26488,Lyso PA 18:1,[M]-,-0.004516445,0.0061678046235247,DHAP,negative,0.0,False,0
26491,Lyso PA 18:1,+Cl,0.0,0.0061678046235247,DHAP,negative,0.0,False,0
26511,Lyso PA 18:1,-H,1754.6508,0.9990547717620748,MAPS,negative,0.0,True,0
26514,Lyso PA 18:1,[M]-,-0.004796835,0.0061678046235247,MAPS,negative,0.0,False,0
26522,Lyso PA 18:1,+Cl,-0.07784121,0.0061678046235247,MAPS,negative,0.0,False,0
26526,Lyso PA 18:1,+Cl,202.68279,0.998320979747262,NEDC,negative,0.0,True,0
26527,Lyso PA 18:1,-H,79.6284,0.0306514459062127,NEDC,negative,0.0,False,0
26540,Lyso PA 18:1,[M]-,-0.0029550027,0.0061678046235247,NEDC,negative,0.0,False,0
26561,Lyso PA 18:1,+Cl,6.5276957,0.0107253381685069,NOR,negative,0.0,False,0
26569,Lyso PA 18:1,[M]-,0.0,0.0061678046235247,NOR,negative,0.0,False,0
26580,Lyso PA 18:1,+Na,445.91388,0.997988125822755,9AA,positive,0.0,True,0
26589,Lyso PA 18:1,+K,-0.012249876,0.0061678046235247,9AA,positive,0.0,False,0
26590,Lyso PA 18:1,+H,0.0,0.0061678046235247,9AA,positive,0.0,False,0
26613,Lyso PA 18:1,+Na,65339.63,0.9996523781029096,CHCA,positive,0.0,True,0
26626,Lyso PA 18:1,+K,3520.058,0.9988092128528434,CHCA,positive,0.0,True,0
26631,Lyso PA 18:1,+H,232.79369,0.9924304140293458,CHCA,positive,0.0,True,0
26641,Lyso PA 18:1,[M]+,0.0,0.0061678046235247,CHCA,positive,0.0,False,0
26650,Lyso PA 18:1,+Na,13000.64,0.9996693555440396,ClCCA,positive,0.0,True,0
26657,Lyso PA 18:1,+K,1132.8906,0.9987915144652,ClCCA,positive,0.0,True,0
26665,Lyso PA 18:1,+H,195.75822,0.9988102380986842,ClCCA,positive,0.0,True,0
26684,Lyso PA 18:1,[M]+,-0.003951609,0.0061678046235247,ClCCA,positive,0.0,False,0
26700,Lyso PA 18:1,+Na,6880.3525,0.9996522596475768,DAN,positive,0.0,True,0
26703,Lyso PA 18:1,+K,186.8895,0.01,DAN,positive,0.0,False,0
26720,Lyso PA 18:1,[M]+,-0.80643237,0.0061678046235247,DAN,positive,0.0,False,0
26721,Lyso PA 18:1,+H,0.0,0.0061678046235247,DAN,positive,0.0,False,0
26729,Lyso PA 18:1,+Na,7710.3716,0.999679345203669,DHAP,positive,0.0,True,0
26736,Lyso PA 18:1,+K,215.55038,0.9954110106252848,DHAP,positive,0.0,True,0
26744,Lyso PA 18:1,+H,9.262773,0.1900587630989136,DHAP,positive,0.0,False,0
26762,Lyso PA 18:1,[M]+,0.0,0.0061678046235247,DHAP,positive,0.0,False,0
26768,Lyso PA 18:1,+Na,40643.42,0.9996274869358264,DHB,positive,0.0,True,0
26779,Lyso PA 18:1,+H,333.79517,0.9843823960451906,DHB,positive,0.0,True,0
26782,Lyso PA 18:1,+K,1091.8826,0.9960860214150968,DHB,positive,0.0,True,0
26795,Lyso PA 18:1,[M]+,-0.031226568,0.0061678046235247,DHB,positive,0.0,False,0
26812,Lyso PA 18:1,+K,10.622113,0.0018265788661153,MAPS,positive,0.0,False,0
26819,Lyso PA 18:1,[M]+,-43.22609,0.0145710309600773,MAPS,positive,0.0,False,0
26822,Lyso PA 18:1,+Na,48.73831,0.4775269941729915,MAPS,positive,0.0,False,0
26829,Lyso PA 18:1,+H,0.0,0.0061678046235247,MAPS,positive,0.0,False,0
26836,Lyso PA 18:1,+Na,5121.6445,0.9994216825707486,NEDC,positive,0.0,True,0
26849,Lyso PA 18:1,+K,196.40384,0.9797655212637684,NEDC,positive,0.0,True,0
26854,Lyso PA 18:1,[M]+,18.209808,0.0109669490154668,NEDC,positive,0.0,False,0
26864,Lyso PA 18:1,+H,0.0,0.0061678046235247,NEDC,positive,0.0,False,0
26879,Lyso PA 18:1,+Na,24002.816,0.9996815171139896,NOR,positive,0.0,True,0
26893,Lyso PA 18:1,+K,117.92691,0.9706531916175256,NOR,positive,0.0,True,0
26904,Lyso PA 18:1,+H,0.0,0.0061678046235247,NOR,positive,0.0,False,0
26946,Lyso PA 18:1,+Na,22978.51,0.9996885127862578,CMBT,positive,0.0,True,0
26955,Lyso PA 18:1,+H,18.249182,0.01,CMBT,positive,0.0,False,0
26960,Lyso PA 18:1,+K,358.61884,0.9957424858586744,CMBT,positive,0.0,True,0
26977,Lyso PA 18:1,[M]+,0.0,0.0061678046235247,CMBT,positive,0.0,False,0
26983,Lyso PA 18:1,[M]-,224.3085,0.81,CMBT,negative,0.0,True,0
26990,Lyso PA 18:1,+Na,7943.4165,0.9997056114570604,pNA,positive,0.0,True,0
26996,Lyso PA 18:1,+K,719.2539,0.9946562870866692,pNA,positive,0.0,True,0
27010,Lyso PA 18:1,+H,2.230569,0.0030709957813492,pNA,positive,0.0,False,0
27014,Lyso PA 18:1,[M]+,-0.011036764,0.0061678046235247,pNA,positive,0.0,False,0
27045,Lyso PA 18:1,-H,0.0,0.0061678046235247,pNA,negative,0.0,False,0
27049,Lyso PA 18:1,+Cl,0.0,0.0061678046235247,pNA,negative,0.0,False,0
27050,Lyso PA 18:1,[M]-,126.2451,0.9063710462052544,pNA,negative,0.0,True,0
27056,gamma-Aminobutyric acid,-H,935.67535,0.9985651037363288,9AA,negative,0.0,True,0
27059,gamma-Aminobutyric acid,+Cl,-3.405534,0.0061678046235247,9AA,negative,0.0,False,0
27072,gamma-Aminobutyric acid,[M]-,-0.031822365,0.0061678046235247,9AA,negative,0.0,False,0
27076,gamma-Aminobutyric acid,+Cl,0.68228626,0.0060608329271628,CHCA,negative,0.0,False,0
27085,gamma-Aminobutyric acid,[M]-,-0.011341785,0.0061678046235247,CHCA,negative,0.0,False,0
27089,gamma-Aminobutyric acid,-H,4.431557,0.0030238814332809,CHCA,negative,0.0,False,0
27096,gamma-Aminobutyric acid,+Cl,-0.02633599,0.0061678046235247,ClCCA,negative,0.0,False,0
27102,gamma-Aminobutyric acid,[M]-,-0.009438628,0.0061678046235247,ClCCA,negative,0.0,False,0
27111,gamma-Aminobutyric acid,-H,-0.03453688,0.0061678046235247,ClCCA,negative,0.0,False,0
27114,gamma-Aminobutyric acid,-H,6429.5737,0.999659024814231,DAN,negative,0.0,True,0
27119,gamma-Aminobutyric acid,+Cl,2.3815463,0.0015202110080947,DAN,negative,0.0,False,0
27132,gamma-Aminobutyric acid,[M]-,-0.011141223,0.0061678046235247,DAN,negative,0.0,False,0
27140,gamma-Aminobutyric acid,-H,4.4778214,0.4298793774467909,DHAP,negative,0.0,False,0
27141,gamma-Aminobutyric acid,[M]-,-0.005962452,0.0061678046235247,DHAP,negative,0.0,False,0
27154,gamma-Aminobutyric acid,+Cl,-0.08523177,0.0061678046235247,DHAP,negative,0.0,False,0
27164,gamma-Aminobutyric acid,+Cl,-0.41040558,0.0061678046235247,DHB,negative,0.0,False,0
27165,gamma-Aminobutyric acid,[M]-,-0.014909717,0.0061678046235247,DHB,negative,0.0,False,0
27166,gamma-Aminobutyric acid,-H,-0.044112995,0.0061678046235247,DHB,negative,0.0,False,0
27178,gamma-Aminobutyric acid,+Cl,-1.1660228,0.005874510930722,MAPS,negative,0.0,False,0
27181,gamma-Aminobutyric acid,-H,12.312688,0.0069474532595836,MAPS,negative,0.0,False,0
27193,gamma-Aminobutyric acid,[M]-,-0.017171307,0.0061678046235247,MAPS,negative,0.0,False,0
27201,gamma-Aminobutyric acid,-H,0.8294307,0.0017965350272624,NEDC,negative,0.0,False,0
27208,gamma-Aminobutyric acid,[M]-,-0.025387727,0.0061678046235247,NEDC,negative,0.0,False,0
27212,gamma-Aminobutyric acid,+Cl,2.99899,0.0017734995233312,NEDC,negative,0.0,False,0
27217,gamma-Aminobutyric acid,-H,404.65308,0.8954589930151343,NOR,negative,0.0,True,0
27228,gamma-Aminobutyric acid,+Cl,-0.4438572,0.0031423610971016,NOR,negative,0.0,False,0
27235,gamma-Aminobutyric acid,[M]-,-0.038874406,0.0061678046235247,NOR,negative,0.0,False,0
27268,gamma-Aminobutyric acid,+H,6.997864,0.0015286000025221,9AA,positive,0.0,False,0
27277,gamma-Aminobutyric acid,[M]+,-0.021727836,0.0061678046235247,9AA,positive,0.0,False,0
27278,gamma-Aminobutyric acid,+K,24.270304,0.0039360383176491,9AA,positive,0.0,False,0
27279,gamma-Aminobutyric acid,+Na,372.9128,0.5807942114563616,9AA,positive,0.0,False,0
27280,gamma-Aminobutyric acid,+H,20236.465,0.9996709462963363,CHCA,positive,0.0,True,0
27284,gamma-Aminobutyric acid,+Na,2343.092,0.9905210686283102,CHCA,positive,0.0,True,0
27290,gamma-Aminobutyric acid,+K,595.3162,0.0434647320757488,CHCA,positive,0.0,False,1
27307,gamma-Aminobutyric acid,[M]+,2.783598,0.0018359812669978,CHCA,positive,0.0,False,0
27308,gamma-Aminobutyric acid,+H,1816.1041,0.9991992025717712,ClCCA,positive,0.0,True,0
27310,gamma-Aminobutyric acid,+Na,283.41812,0.996902435831024,ClCCA,positive,0.0,True,0
27322,gamma-Aminobutyric acid,[M]+,-0.0145229325,0.0061678046235247,ClCCA,positive,0.0,False,0
27335,gamma-Aminobutyric acid,+K,72.512764,0.9839975457275666,ClCCA,positive,0.0,True,0
27336,gamma-Aminobutyric acid,+Na,1645.8724,0.9989720788683544,DAN,positive,0.0,True,0
27338,gamma-Aminobutyric acid,+H,494.4443,0.9980297949106616,DAN,positive,0.0,True,0
27346,gamma-Aminobutyric acid,[M]+,-0.016932154,0.0061678046235247,DAN,positive,0.0,False,0
27350,gamma-Aminobutyric acid,+K,34.618652,0.1889705690790097,DAN,positive,0.0,False,0
27370,gamma-Aminobutyric acid,+H,176.27477,0.9983371185079326,DHAP,positive,0.0,True,0
27372,gamma-Aminobutyric acid,+Na,137.18686,0.996643054789045,DHAP,positive,0.0,True,0
27385,gamma-Aminobutyric acid,+K,11.580464,0.1777316370890476,DHAP,positive,0.0,False,0
27395,gamma-Aminobutyric acid,[M]+,-0.01314916,0.0061678046235247,DHAP,positive,0.0,False,0
27396,gamma-Aminobutyric acid,+H,4644.461,0.999579443460942,DHB,positive,0.0,True,0
27397,gamma-Aminobutyric acid,+Na,1457.4463,0.9991162912480848,DHB,positive,0.0,True,0
27405,gamma-Aminobutyric acid,+K,104.52297,0.1200833485389437,DHB,positive,0.0,False,0
27407,gamma-Aminobutyric acid,[M]+,-0.010810775,0.0061678046235247,DHB,positive,0.0,False,0
27444,gamma-Aminobutyric acid,[M]+,-0.021558054,0.0061678046235247,MAPS,positive,0.0,False,0
27445,gamma-Aminobutyric acid,+K,5.6729894,0.0161421212947779,MAPS,positive,0.0,False,0
27447,gamma-Aminobutyric acid,+Na,126.87317,0.0248512867644883,MAPS,positive,0.0,False,0
27451,gamma-Aminobutyric acid,+H,44.66396,0.0197712859000715,MAPS,positive,0.0,False,0
27466,gamma-Aminobutyric acid,[M]+,-0.0075164116,0.0061678046235247,NEDC,positive,0.0,False,0
27474,gamma-Aminobutyric acid,+H,49.549664,0.0090296455809019,NEDC,positive,0.0,False,0
27476,gamma-Aminobutyric acid,+K,25.945929,0.005174520897751,NEDC,positive,0.0,False,0
27478,gamma-Aminobutyric acid,+Na,31.079279,0.0089125179546712,NEDC,positive,0.0,False,0
27484,gamma-Aminobutyric acid,+Na,1050.5535,0.996671522519253,NOR,positive,0.0,True,0
27488,gamma-Aminobutyric acid,+H,75.73643,0.0510382987454157,NOR,positive,0.0,False,0
27500,gamma-Aminobutyric acid,+K,2.8913262,0.0020397254716011,NOR,positive,0.0,False,0
27511,gamma-Aminobutyric acid,[M]+,-0.017184366,0.0061678046235247,NOR,positive,0.0,False,0
27536,gamma-Aminobutyric acid,+H,411.84857,0.9986915487188752,CMBT,positive,0.0,True,0
27537,gamma-Aminobutyric acid,+Na,223.24498,0.996168128289693,CMBT,positive,0.0,True,0
27556,gamma-Aminobutyric acid,+K,10.037371,0.0029187994196251,CMBT,positive,0.0,False,0
27558,gamma-Aminobutyric acid,[M]+,-0.02053668,0.0061678046235247,CMBT,positive,0.0,False,0
27567,gamma-Aminobutyric acid,+Cl,-0.009171508,0.0061678046235247,CMBT,negative,0.0,False,0
27568,gamma-Aminobutyric acid,[M]-,-0.00835161,0.0061678046235247,CMBT,negative,0.0,False,0
27569,gamma-Aminobutyric acid,-H,-0.01424711,0.0061678046235247,CMBT,negative,0.0,False,0
27584,gamma-Aminobutyric acid,+H,3065.2517,0.9994931448139672,pNA,positive,0.0,True,0
27586,gamma-Aminobutyric acid,+Na,1979.6798,0.9984417174241104,pNA,positive,0.0,True,0
27587,gamma-Aminobutyric acid,+K,174.67111,0.81,pNA,positive,0.0,True,0
27601,gamma-Aminobutyric acid,[M]+,-0.021028588,0.0061678046235247,pNA,positive,0.0,False,0
27612,gamma-Aminobutyric acid,-H,288.1345,0.9968300931404652,pNA,negative,0.0,True,0
27615,gamma-Aminobutyric acid,+Cl,-0.90289307,0.0095690241921859,pNA,negative,0.0,False,1
27620,gamma-Aminobutyric acid,[M]-,-0.008681624,0.0061678046235247,pNA,negative,0.0,False,0
27632,GlcCer d18:1/18:0,-H,3223.8003,0.9994098460228874,9AA,negative,0.0,True,0
27633,GlcCer d18:1/18:0,+Cl,1327.945,0.999212338215846,9AA,negative,0.0,True,0
27645,GlcCer d18:1/18:0,-H,5.9648867,0.0120775079813353,CHCA,negative,0.0,False,0
27647,GlcCer d18:1/18:0,-H,46.026978,0.991047458306777,ClCCA,negative,0.0,True,0
27653,GlcCer d18:1/18:0,+Cl,904.5882,0.9991408786933376,DAN,negative,0.0,True,0
27654,GlcCer d18:1/18:0,-H,6602.2856,0.9992202023101808,DAN,negative,0.0,True,0
27664,GlcCer d18:1/18:0,[M]-,524.39386,0.6540434780318292,DAN,negative,0.0,False,0
27669,GlcCer d18:1/18:0,-H,856.5355,0.9993145558586592,DHAP,negative,0.0,True,0
27670,GlcCer d18:1/18:0,+Cl,245.16066,0.9989253556253318,DHAP,negative,0.0,True,0
27683,GlcCer d18:1/18:0,-H,671.97577,0.999065032733408,MAPS,negative,0.0,True,0
27685,GlcCer d18:1/18:0,+Cl,208.31444,0.99761535702703,MAPS,negative,0.0,True,0
27690,GlcCer d18:1/18:0,+Cl,2378.9016,0.9995458160974428,NEDC,negative,0.0,True,0
27693,GlcCer d18:1/18:0,-H,21.3496,0.9673624627922678,NEDC,negative,0.0,True,0
27702,GlcCer d18:1/18:0,[M]-,1.0079682,0.0018506799126855,NEDC,negative,0.0,False,0
27718,GlcCer d18:1/18:0,+Cl,550.1876,0.9977056200610052,NOR,negative,0.0,True,0
27722,GlcCer d18:1/18:0,-H,644.8554,0.996559085551134,NOR,negative,0.0,True,0
27730,GlcCer d18:1/18:0,[M]-,12.528591,0.0475598039400564,NOR,negative,0.0,False,0
27738,GlcCer d18:1/18:0,+Na,27792.518,0.9994308056416368,9AA,positive,0.0,True,0
27741,GlcCer d18:1/18:0,+K,160.38387,0.9919555829998912,9AA,positive,0.0,True,0
27746,GlcCer d18:1/18:0,+H,0.0,0.0061678046235247,9AA,positive,0.0,False,0
27759,GlcCer d18:1/18:0,+Na,172343.14,0.9995090741182586,CHCA,positive,0.0,True,0
27762,GlcCer d18:1/18:0,+H,2243.6704,0.9990548253839476,CHCA,positive,0.0,True,0
27763,GlcCer d18:1/18:0,+K,18510.602,0.9995708638645838,CHCA,positive,0.0,True,0
27779,GlcCer d18:1/18:0,+Na,136760.62,0.9995131616681447,ClCCA,positive,0.0,True,0
27780,GlcCer d18:1/18:0,+H,5218.1465,0.9996005277468916,ClCCA,positive,0.0,True,0
27786,GlcCer d18:1/18:0,+K,17962.541,0.9995862129834306,ClCCA,positive,0.0,True,0
27808,GlcCer d18:1/18:0,+Na,85510.016,0.9996631093167502,DAN,positive,0.0,True,0
27810,GlcCer d18:1/18:0,+H,1592.7391,0.9989020537755448,DAN,positive,0.0,True,0
27815,GlcCer d18:1/18:0,+K,794.8918,0.998370275473477,DAN,positive,0.0,True,0
27830,GlcCer d18:1/18:0,+H,7411.709,0.9995537596065256,DHAP,positive,0.0,True,0
27833,GlcCer d18:1/18:0,+Na,111781.086,0.9994622748918018,DHAP,positive,0.0,True,0
27837,GlcCer d18:1/18:0,+K,9584.549,0.999583020705667,DHAP,positive,0.0,True,0
27850,GlcCer d18:1/18:0,[M]+,-0.00484966,0.0061678046235247,DHAP,positive,0.0,False,0
27851,GlcCer d18:1/18:0,+Na,327718.28,0.9995390793055384,DHB,positive,0.0,True,0
27854,GlcCer d18:1/18:0,+H,12351.221,0.9995812215404364,DHB,positive,0.0,True,0
27858,GlcCer d18:1/18:0,+K,9920.985,0.999374215689059,DHB,positive,0.0,True,0
27872,GlcCer d18:1/18:0,[M]+,0.0,0.0061678046235247,DHB,positive,0.0,False,0
27882,GlcCer d18:1/18:0,+Na,4264.159,0.9995252464828878,MAPS,positive,0.0,True,0
27888,GlcCer d18:1/18:0,+H,94.063644,0.9920555791468538,MAPS,positive,0.0,True,0
27890,GlcCer d18:1/18:0,+K,16.793333,0.81,MAPS,positive,0.0,True,0
27894,GlcCer d18:1/18:0,+Na,3484.929,0.9995516913266314,NEDC,positive,0.0,True,0
27897,GlcCer d18:1/18:0,+H,576.004,0.9984884795844636,NEDC,positive,0.0,True,0
27902,GlcCer d18:1/18:0,+K,118.23479,0.9901072953709932,NEDC,positive,0.0,True,0
27905,GlcCer d18:1/18:0,[M]+,-0.017769838,0.0061678046235247,NEDC,positive,0.0,False,0
27916,GlcCer d18:1/18:0,+Na,106279.164,0.9995748746190474,NOR,positive,0.0,True,0
27920,GlcCer d18:1/18:0,+K,340.22253,0.9948301692423578,NOR,positive,0.0,True,0
27921,GlcCer d18:1/18:0,+H,166.37569,0.9882967987644308,NOR,positive,0.0,True,0
27946,GlcCer d18:1/18:0,+Na,288281.94,0.999574775015512,CMBT,positive,0.0,True,0
27947,GlcCer d18:1/18:0,+H,22718.746,0.9995706067120564,CMBT,positive,0.0,True,0
27954,GlcCer d18:1/18:0,+K,3339.3909,0.9996270799518464,CMBT,positive,0.0,True,0
27969,GlcCer d18:1/18:0,[M]+,5.7074523,0.0123605617725841,CMBT,positive,0.0,False,0
27979,GlcCer d18:1/18:0,+Cl,0.0,0.0061678046235247,CMBT,negative,0.0,False,0
27980,GlcCer d18:1/18:0,-H,5.9936256,0.0182004778915975,CMBT,negative,0.0,False,0
27982,GlcCer d18:1/18:0,+H,8305.491,0.9993085299797526,pNA,positive,0.0,True,0
27986,GlcCer d18:1/18:0,+K,11065.511,0.9996519099853256,pNA,positive,0.0,True,0
27987,GlcCer d18:1/18:0,+Na,157370.39,0.9992214042896368,pNA,positive,0.0,True,0
28000,GlcCer d18:1/18:0,[M]+,11.593864,0.0168023426435121,pNA,positive,0.0,False,0
28004,GlcCer d18:1/18:0,-H,994.2818,0.9991147762052708,pNA,negative,0.0,True,0
28005,GlcCer d18:1/18:0,+Cl,109.03399,0.9731862655329148,pNA,negative,0.0,True,0
28008,GlcCer d18:1/18:0,[M]-,412.55682,0.9987443248047156,pNA,negative,0.0,True,0
28016,Mevalonic acid,-H,19022.354,0.999685277700277,9AA,negative,0.0,True,0
28022,Mevalonic acid,+Cl,160.29076,0.9859153495317244,9AA,negative,0.0,True,0
28039,Mevalonic acid,[M]-,-4.7297983,0.0069344319750497,9AA,negative,0.0,False,0
28047,Mevalonic acid,[M]-,1.0415969,0.0022279606509397,CHCA,negative,0.0,False,0
28051,Mevalonic acid,+Cl,-0.012685374,0.0061678046235247,CHCA,negative,0.0,False,0
28056,Mevalonic acid,-H,134.09438,0.9901959097011948,CHCA,negative,0.0,True,0
28068,Mevalonic acid,-H,-0.020809917,0.0061678046235247,ClCCA,negative,0.0,False,0
28075,Mevalonic acid,[M]-,0.80800223,0.0016981292742697,ClCCA,negative,0.0,False,0
28079,Mevalonic acid,+Cl,-0.04054744,0.0061678046235247,ClCCA,negative,0.0,False,0
28085,Mevalonic acid,-H,2460.7344,0.9995230120680176,DAN,negative,0.0,True,0
28091,Mevalonic acid,[M]-,20.219421,0.0105842172051129,DAN,negative,0.0,False,1
28109,Mevalonic acid,+Cl,5.014633,0.1301916729937086,DAN,negative,0.0,False,0
28119,Mevalonic acid,-H,107.51778,0.872815082711703,DHAP,negative,0.0,True,0
28128,Mevalonic acid,+Cl,-0.01931886,0.0061678046235247,DHAP,negative,0.0,False,0
28129,Mevalonic acid,[M]-,-0.103456855,0.0061678046235247,DHAP,negative,0.0,False,0
28143,Mevalonic acid,-H,16.799711,0.1620978783653286,DHB,negative,0.0,False,0
28155,Mevalonic acid,+Cl,-0.014325965,0.0061678046235247,DHB,negative,0.0,False,0
28156,Mevalonic acid,[M]-,-0.4947025,0.0061678046235247,DHB,negative,0.0,False,0
28167,Mevalonic acid,-H,14.165221,0.0042149970593026,MAPS,negative,0.0,False,0
28173,Mevalonic acid,+Cl,-0.36831287,0.0061678046235247,MAPS,negative,0.0,False,0
28179,Mevalonic acid,[M]-,-0.63716936,0.00547898089648,MAPS,negative,0.0,False,0
28188,Mevalonic acid,[M]-,5.264701,0.0038248942097387,NEDC,negative,0.0,False,0
28191,Mevalonic acid,+Cl,76.19571,0.0238230840242519,NEDC,negative,0.0,False,0
28201,Mevalonic acid,-H,216.95456,0.4629733668719653,NEDC,negative,0.0,False,0
28207,Mevalonic acid,-H,2497.2756,0.9989059808326274,NOR,negative,0.0,True,0
28213,Mevalonic acid,[M]-,17.462975,0.0032537793705992,NOR,negative,0.0,False,0
28226,Mevalonic acid,+Cl,-0.33808008,0.0061678046235247,NOR,negative,0.0,False,0
28260,Mevalonic acid,+H,-0.027029604,0.0061678046235247,9AA,positive,0.0,False,0
28263,Mevalonic acid,[M]+,-0.019169698,0.0061678046235247,9AA,positive,0.0,False,0
28264,Mevalonic acid,+K,-0.08669931,0.0061678046235247,9AA,positive,0.0,False,0
28281,Mevalonic acid,+Na,156.36946,0.9888111611790416,9AA,positive,0.0,True,0
28283,Mevalonic acid,+Na,5187.7275,0.974863623688644,CHCA,positive,0.0,True,1
28285,Mevalonic acid,+H,424.42548,0.9956267768662764,CHCA,positive,0.0,True,0
28290,Mevalonic acid,+K,705.7509,0.3427332133374151,CHCA,positive,0.0,False,1
28313,Mevalonic acid,[M]+,1.0474758,0.0083652618741753,CHCA,positive,0.0,False,0
28322,Mevalonic acid,+Na,63.910835,0.0086422035854683,ClCCA,positive,0.0,False,1
28327,Mevalonic acid,+K,10.033678,0.0041383925737082,ClCCA,positive,0.0,False,0
28339,Mevalonic acid,[M]+,-0.14800495,0.0061678046235247,ClCCA,positive,0.0,False,0
28341,Mevalonic acid,+H,-0.08601126,0.0061678046235247,ClCCA,positive,0.0,False,0
28348,Mevalonic acid,+Na,222.76323,0.8575247040166911,DAN,positive,0.0,True,0
28359,Mevalonic acid,[M]+,-0.27633038,0.0061678046235247,DAN,positive,0.0,False,0
28360,Mevalonic acid,+H,-0.10953992,0.0061678046235247,DAN,positive,0.0,False,0
28363,Mevalonic acid,+K,2.4884987,0.003233663172165,DAN,positive,0.0,False,0
28383,Mevalonic acid,+Na,196.45763,0.9038922351577584,DHAP,positive,0.0,True,0
28387,Mevalonic acid,+K,35.363503,0.0081120196818212,DHAP,positive,0.0,False,1
28403,Mevalonic acid,[M]+,0.7411083,0.0015913551231031,DHAP,positive,0.0,False,0
28410,Mevalonic acid,+H,4.8976803,0.0043935190784239,DHAP,positive,0.0,False,0
28415,Mevalonic acid,+Na,4246.2144,0.9918601584074688,DHB,positive,0.0,True,0
28420,Mevalonic acid,+H,115.77981,0.9569671593422708,DHB,positive,0.0,True,0
28422,Mevalonic acid,+K,307.14282,0.8492600888995188,DHB,positive,0.0,True,0
28436,Mevalonic acid,[M]+,0.8225452,0.0042695593248867,DHB,positive,0.0,False,0
28452,Mevalonic acid,+Na,-0.39136678,0.0061678046235247,MAPS,positive,0.0,False,0
28470,Mevalonic acid,[M]+,1.0221592,0.0015586359230798,MAPS,positive,0.0,False,0
28471,Mevalonic acid,+H,-0.016135877,0.0061678046235247,MAPS,positive,0.0,False,0
28473,Mevalonic acid,+K,-0.018609365,0.0061678046235247,MAPS,positive,0.0,False,0
28494,Mevalonic acid,+K,6.5696917,0.0018899139821924,NEDC,positive,0.0,False,0
28495,Mevalonic acid,+Na,5.038143,0.0017367828480616,NEDC,positive,0.0,False,0
28498,Mevalonic acid,+H,8.631648,0.0042985021827427,NEDC,positive,0.0,False,0
28504,Mevalonic acid,[M]+,-0.022761263,0.0061678046235247,NEDC,positive,0.0,False,0
28527,Mevalonic acid,+H,3.5448854,0.0016693822067543,NOR,positive,0.0,False,0
28535,Mevalonic acid,[M]+,-0.041323233,0.0061678046235247,NOR,positive,0.0,False,0
28544,Mevalonic acid,+Na,64.05499,0.6218768636930047,NOR,positive,0.0,False,0
28575,Mevalonic acid,+Na,262.9596,0.6455562955265178,CMBT,positive,0.0,False,1
28581,Mevalonic acid,+K,13.310516,0.1032994031469505,CMBT,positive,0.0,False,0
28589,Mevalonic acid,+H,4.639504,0.003840665482325,CMBT,positive,0.0,False,0
28600,Mevalonic acid,[M]+,-0.08461938,0.0061678046235247,CMBT,positive,0.0,False,0
28612,Mevalonic acid,-H,11.636758,0.5560146948065683,CMBT,negative,0.0,False,0
28613,Mevalonic acid,+Cl,6.3670373,0.0081683087250154,CMBT,negative,0.0,False,0
28617,Mevalonic acid,[M]-,-0.22985472,0.0061678046235247,CMBT,negative,0.0,False,0
28632,Mevalonic acid,+Na,318.01398,0.5978368608616766,pNA,positive,0.0,False,1
28636,Mevalonic acid,+K,18.964851,0.2976713238539611,pNA,positive,0.0,False,0
28641,Mevalonic acid,[M]+,-0.6850913,0.0061678046235247,pNA,positive,0.0,False,0
28656,Mevalonic acid,+H,-0.05642078,0.0061678046235247,pNA,positive,0.0,False,0
28661,Mevalonic acid,-H,354.40387,0.9979966225954467,pNA,negative,0.0,True,0
28663,Mevalonic acid,+Cl,-10.084217,0.008965621838787,pNA,negative,0.0,False,0
28666,Mevalonic acid,[M]-,-0.64395654,0.0061290155410719,pNA,negative,0.0,False,0
28685,Adenine,-H,2550.6094,0.994642321372686,9AA,negative,0.0,True,0
28696,Adenine,[M]-,-0.018016417,0.0061678046235247,9AA,negative,0.0,False,0
28698,Adenine,+Cl,38.84773,0.3958771090806738,9AA,negative,0.0,False,0
28702,Adenine,-H,11.960778,0.0060216459244882,CHCA,negative,0.0,False,0
28706,Adenine,[M]-,-0.019933788,0.0061678046235247,CHCA,negative,0.0,False,0
28713,Adenine,+Cl,-0.10148045,0.0061678046235247,CHCA,negative,0.0,False,0
28715,Adenine,-H,-0.004173217,0.0061678046235247,ClCCA,negative,0.0,False,0
28719,Adenine,[M]-,-0.0090762,0.0061678046235247,ClCCA,negative,0.0,False,0
28720,Adenine,+Cl,-0.031443857,0.0061678046235247,ClCCA,negative,0.0,False,0
28729,Adenine,-H,6570.248,0.9946915534436176,DAN,negative,0.0,True,0
28732,Adenine,+Cl,452.8738,0.5488337010635101,DAN,negative,0.0,False,0
28737,Adenine,[M]-,-0.017669437,0.0061678046235247,DAN,negative,0.0,False,0
