,observed_value,prediction,classifier,name_short,matrix,polarity,fold
43,1,0,SVC_poly,Acetylcarnitine,CMBT,positive,0
44,2,0,SVC_poly,Acetylcholine,CMBT,positive,0
45,1,1,SVC_poly,Adenine,CMBT,positive,0
46,1,1,SVC_poly,Adenosine monophosphate,CMBT,positive,0
47,1,2,SVC_poly,Agmatine,CMBT,positive,0
48,0,4,SVC_poly,Arachidonic acid,CMBT,positive,0
49,1,2,SVC_poly,Arginine,CMBT,positive,0
50,0,3,SVC_poly,Cholecalciferol,CMBT,positive,0
51,0,0,KNeighbors,2-Oxoglutaric acid,CMBT,positive,0
52,0,1,KNeighbors,3-Hydroxyanthranilic acid,CMBT,positive,0
53,1,1,KNeighbors,3-Hydroxymethylglutaric acid,CMBT,positive,0
54,0,3,KNeighbors,3-Phosphoglyceric acid,CMBT,positive,0
55,0,0,KNeighbors,"4,5-Dihydroorotic acid",CMBT,positive,0
56,1,1,KNeighbors,4-Hydroxyproline,CMBT,positive,0
57,1,0,KNeighbors,5-Hydroxyindoleacetic acid,CMBT,positive,0
58,0,0,KNeighbors,6-Phosphogluconic acid,CMBT,positive,0
59,0,0,KNeighbors,Acetyl-CoA,CMBT,positive,0
60,1,4,KNeighbors,Acetylcarnitine,CMBT,positive,0
61,2,4,KNeighbors,Acetylcholine,CMBT,positive,0
62,1,1,KNeighbors,Adenine,CMBT,positive,0
63,1,1,KNeighbors,Adenosine monophosphate,CMBT,positive,0
64,1,1,KNeighbors,Agmatine,CMBT,positive,0
65,0,0,KNeighbors,Arachidonic acid,CMBT,positive,0
66,1,1,KNeighbors,Arginine,CMBT,positive,0
67,0,2,KNeighbors,Cholecalciferol,CMBT,positive,0
68,0,0,DecisionTree,2-Oxoglutaric acid,CMBT,positive,0
69,0,1,DecisionTree,3-Hydroxyanthranilic acid,CMBT,positive,0
70,1,3,DecisionTree,3-Hydroxymethylglutaric acid,CMBT,positive,0
71,0,3,DecisionTree,3-Phosphoglyceric acid,CMBT,positive,0
72,0,0,DecisionTree,"4,5-Dihydroorotic acid",CMBT,positive,0
73,1,1,DecisionTree,4-Hydroxyproline,CMBT,positive,0
74,1,3,DecisionTree,5-Hydroxyindoleacetic acid,CMBT,positive,0
75,0,3,DecisionTree,6-Phosphogluconic acid,CMBT,positive,0
76,0,1,DecisionTree,Acetyl-CoA,CMBT,positive,0
77,1,3,DecisionTree,Acetylcarnitine,CMBT,positive,0
78,2,3,DecisionTree,Acetylcholine,CMBT,positive,0
79,1,1,DecisionTree,Adenine,CMBT,positive,0
80,1,1,DecisionTree,Adenosine monophosphate,CMBT,positive,0
81,1,1,DecisionTree,Agmatine,CMBT,positive,0
82,0,0,DecisionTree,Arachidonic acid,CMBT,positive,0
83,1,1,DecisionTree,Arginine,CMBT,positive,0
84,0,3,DecisionTree,Cholecalciferol,CMBT,positive,0
85,0,0,RandomForest,2-Oxoglutaric acid,CMBT,positive,0
86,0,1,RandomForest,3-Hydroxyanthranilic acid,CMBT,positive,0
87,1,3,RandomForest,3-Hydroxymethylglutaric acid,CMBT,positive,0
88,0,3,RandomForest,3-Phosphoglyceric acid,CMBT,positive,0
89,0,0,RandomForest,"4,5-Dihydroorotic acid",CMBT,positive,0
90,1,1,RandomForest,4-Hydroxyproline,CMBT,positive,0
91,1,0,RandomForest,5-Hydroxyindoleacetic acid,CMBT,positive,0
92,0,3,RandomForest,6-Phosphogluconic acid,CMBT,positive,0
93,0,1,RandomForest,Acetyl-CoA,CMBT,positive,0
94,1,2,RandomForest,Acetylcarnitine,CMBT,positive,0
95,2,2,RandomForest,Acetylcholine,CMBT,positive,0
96,1,1,RandomForest,Adenine,CMBT,positive,0
97,1,1,RandomForest,Adenosine monophosphate,CMBT,positive,0
98,1,1,RandomForest,Agmatine,CMBT,positive,0
99,0,0,RandomForest,Arachidonic acid,CMBT,positive,0
100,1,1,RandomForest,Arginine,CMBT,positive,0
101,0,2,RandomForest,Cholecalciferol,CMBT,positive,0
102,0,4,MLP,2-Oxoglutaric acid,CMBT,positive,0
103,0,1,MLP,3-Hydroxyanthranilic acid,CMBT,positive,0
104,1,3,MLP,3-Hydroxymethylglutaric acid,CMBT,positive,0
105,0,3,MLP,3-Phosphoglyceric acid,CMBT,positive,0
106,0,4,MLP,"4,5-Dihydroorotic acid",CMBT,positive,0
107,1,1,MLP,4-Hydroxyproline,CMBT,positive,0
108,1,0,MLP,5-Hydroxyindoleacetic acid,CMBT,positive,0
109,0,3,MLP,6-Phosphogluconic acid,CMBT,positive,0
110,0,1,MLP,Acetyl-CoA,CMBT,positive,0
111,1,4,MLP,Acetylcarnitine,CMBT,positive,0
112,2,4,MLP,Acetylcholine,CMBT,positive,0
113,1,1,MLP,Adenine,CMBT,positive,0
114,1,1,MLP,Adenosine monophosphate,CMBT,positive,0
115,1,1,MLP,Agmatine,CMBT,positive,0
116,0,4,MLP,Arachidonic acid,CMBT,positive,0
117,1,1,MLP,Arginine,CMBT,positive,0
118,0,3,MLP,Cholecalciferol,CMBT,positive,0
0,0,4,Logistic_reg,Acetoacetic acid,CMBT,positive,1
1,0,1,Logistic_reg,Adenosine diphosphate,CMBT,positive,1
2,1,1,Logistic_reg,Argininosuccinic acid,CMBT,positive,1
3,0,3,Logistic_reg,Ascorbic acid,CMBT,positive,1
4,1,1,Logistic_reg,Asparagine,CMBT,positive,1
5,1,0,Logistic_reg,Biotin,CMBT,positive,1
6,0,2,Logistic_reg,Butyric acid,CMBT,positive,1
7,1,4,Logistic_reg,Cardiolipin 18:1,CMBT,positive,1
8,1,4,Logistic_reg,Carnitine,CMBT,positive,1
9,1,1,Logistic_reg,Carnosine,CMBT,positive,1
10,2,2,Logistic_reg,Cer d8:1/22:0 Cer,CMBT,positive,1
11,0,0,Logistic_reg,Cholesterol,CMBT,positive,1
12,1,4,Logistic_reg,Cholesteryl ester 17:0,CMBT,positive,1
13,1,1,Logistic_reg,Citrulline,CMBT,positive,1
14,0,3,Logistic_reg,Dihydroxyacetone,CMBT,positive,1
15,0,4,Logistic_reg,"Fructose 1,6-bisphosphate",CMBT,positive,1
16,0,2,Logistic_reg,Palmitic acid,CMBT,positive,1
17,0,4,SVC_rbf,Acetoacetic acid,CMBT,positive,1
18,0,1,SVC_rbf,Adenosine diphosphate,CMBT,positive,1
19,1,1,SVC_rbf,Argininosuccinic acid,CMBT,positive,1
20,0,3,SVC_rbf,Ascorbic acid,CMBT,positive,1
21,1,1,SVC_rbf,Asparagine,CMBT,positive,1
22,1,3,SVC_rbf,Biotin,CMBT,positive,1
23,0,4,SVC_rbf,Butyric acid,CMBT,positive,1
24,1,3,SVC_rbf,Cardiolipin 18:1,CMBT,positive,1
25,1,3,SVC_rbf,Carnitine,CMBT,positive,1
26,1,1,SVC_rbf,Carnosine,CMBT,positive,1
27,2,3,SVC_rbf,Cer d8:1/22:0 Cer,CMBT,positive,1
28,0,3,SVC_rbf,Cholesterol,CMBT,positive,1
29,1,4,SVC_rbf,Cholesteryl ester 17:0,CMBT,positive,1
30,1,1,SVC_rbf,Citrulline,CMBT,positive,1
31,0,3,SVC_rbf,Dihydroxyacetone,CMBT,positive,1
32,0,3,SVC_rbf,"Fructose 1,6-bisphosphate",CMBT,positive,1
33,0,4,SVC_rbf,Palmitic acid,CMBT,positive,1
34,0,4,SVC_poly,Acetoacetic acid,CMBT,positive,1
35,0,1,SVC_poly,Adenosine diphosphate,CMBT,positive,1
36,1,2,SVC_poly,Argininosuccinic acid,CMBT,positive,1
37,0,3,SVC_poly,Ascorbic acid,CMBT,positive,1
38,1,1,SVC_poly,Asparagine,CMBT,positive,1
39,1,3,SVC_poly,Biotin,CMBT,positive,1
40,0,4,SVC_poly,Butyric acid,CMBT,positive,1
41,1,3,SVC_poly,Cardiolipin 18:1,CMBT,positive,1
42,1,3,SVC_poly,Carnitine,CMBT,positive,1
43,1,1,SVC_poly,Carnosine,CMBT,positive,1
44,2,3,SVC_poly,Cer d8:1/22:0 Cer,CMBT,positive,1
45,0,3,SVC_poly,Cholesterol,CMBT,positive,1
46,1,2,SVC_poly,Cholesteryl ester 17:0,CMBT,positive,1
47,1,1,SVC_poly,Citrulline,CMBT,positive,1
48,0,3,SVC_poly,Dihydroxyacetone,CMBT,positive,1
49,0,3,SVC_poly,"Fructose 1,6-bisphosphate",CMBT,positive,1
50,0,4,SVC_poly,Palmitic acid,CMBT,positive,1
51,0,4,KNeighbors,Acetoacetic acid,CMBT,positive,1
52,0,0,KNeighbors,Adenosine diphosphate,CMBT,positive,1
53,1,1,KNeighbors,Argininosuccinic acid,CMBT,positive,1
54,0,1,KNeighbors,Ascorbic acid,CMBT,positive,1
55,1,1,KNeighbors,Asparagine,CMBT,positive,1
56,1,1,KNeighbors,Biotin,CMBT,positive,1
57,0,0,KNeighbors,Butyric acid,CMBT,positive,1
58,1,2,KNeighbors,Cardiolipin 18:1,CMBT,positive,1
59,1,0,KNeighbors,Carnitine,CMBT,positive,1
60,1,0,KNeighbors,Carnosine,CMBT,positive,1
61,2,2,KNeighbors,Cer d8:1/22:0 Cer,CMBT,positive,1
62,0,0,KNeighbors,Cholesterol,CMBT,positive,1
63,1,2,KNeighbors,Cholesteryl ester 17:0,CMBT,positive,1
64,1,1,KNeighbors,Citrulline,CMBT,positive,1
65,0,0,KNeighbors,Dihydroxyacetone,CMBT,positive,1
66,0,0,KNeighbors,"Fructose 1,6-bisphosphate",CMBT,positive,1
67,0,0,KNeighbors,Palmitic acid,CMBT,positive,1
68,0,1,DecisionTree,Acetoacetic acid,CMBT,positive,1
69,0,1,DecisionTree,Adenosine diphosphate,CMBT,positive,1
70,1,1,DecisionTree,Argininosuccinic acid,CMBT,positive,1
71,0,3,DecisionTree,Ascorbic acid,CMBT,positive,1
72,1,1,DecisionTree,Asparagine,CMBT,positive,1
73,1,3,DecisionTree,Biotin,CMBT,positive,1
74,0,0,DecisionTree,Butyric acid,CMBT,positive,1
75,1,3,DecisionTree,Cardiolipin 18:1,CMBT,positive,1
76,1,0,DecisionTree,Carnitine,CMBT,positive,1
77,1,0,DecisionTree,Carnosine,CMBT,positive,1
78,2,3,DecisionTree,Cer d8:1/22:0 Cer,CMBT,positive,1
79,0,3,DecisionTree,Cholesterol,CMBT,positive,1
80,1,2,DecisionTree,Cholesteryl ester 17:0,CMBT,positive,1
81,1,0,DecisionTree,Citrulline,CMBT,positive,1
82,0,3,DecisionTree,Dihydroxyacetone,CMBT,positive,1
83,0,0,DecisionTree,"Fructose 1,6-bisphosphate",CMBT,positive,1
84,0,0,DecisionTree,Palmitic acid,CMBT,positive,1
85,0,1,RandomForest,Acetoacetic acid,CMBT,positive,1
86,0,1,RandomForest,Adenosine diphosphate,CMBT,positive,1
87,1,1,RandomForest,Argininosuccinic acid,CMBT,positive,1
88,0,3,RandomForest,Ascorbic acid,CMBT,positive,1
89,1,1,RandomForest,Asparagine,CMBT,positive,1
90,1,3,RandomForest,Biotin,CMBT,positive,1
91,0,0,RandomForest,Butyric acid,CMBT,positive,1
92,1,3,RandomForest,Cardiolipin 18:1,CMBT,positive,1
93,1,0,RandomForest,Carnitine,CMBT,positive,1
94,1,0,RandomForest,Carnosine,CMBT,positive,1
95,2,3,RandomForest,Cer d8:1/22:0 Cer,CMBT,positive,1
96,0,3,RandomForest,Cholesterol,CMBT,positive,1
97,1,2,RandomForest,Cholesteryl ester 17:0,CMBT,positive,1
98,1,0,RandomForest,Citrulline,CMBT,positive,1
99,0,3,RandomForest,Dihydroxyacetone,CMBT,positive,1
100,0,0,RandomForest,"Fructose 1,6-bisphosphate",CMBT,positive,1
101,0,0,RandomForest,Palmitic acid,CMBT,positive,1
102,0,4,MLP,Acetoacetic acid,CMBT,positive,1
103,0,1,MLP,Adenosine diphosphate,CMBT,positive,1
104,1,1,MLP,Argininosuccinic acid,CMBT,positive,1
105,0,3,MLP,Ascorbic acid,CMBT,positive,1
106,1,1,MLP,Asparagine,CMBT,positive,1
107,1,3,MLP,Biotin,CMBT,positive,1
108,0,4,MLP,Butyric acid,CMBT,positive,1
109,1,3,MLP,Cardiolipin 18:1,CMBT,positive,1
110,1,3,MLP,Carnitine,CMBT,positive,1
111,1,1,MLP,Carnosine,CMBT,positive,1
112,2,3,MLP,Cer d8:1/22:0 Cer,CMBT,positive,1
113,0,3,MLP,Cholesterol,CMBT,positive,1
114,1,4,MLP,Cholesteryl ester 17:0,CMBT,positive,1
115,1,1,MLP,Citrulline,CMBT,positive,1
116,0,3,MLP,Dihydroxyacetone,CMBT,positive,1
117,0,3,MLP,"Fructose 1,6-bisphosphate",CMBT,positive,1
118,0,4,MLP,Palmitic acid,CMBT,positive,1
0,0,1,Logistic_reg,Aspartic acid,CMBT,positive,2
1,0,4,Logistic_reg,Cholesteryl acetate,CMBT,positive,2
2,2,3,Logistic_reg,Choline,CMBT,positive,2
3,0,4,Logistic_reg,Citric acid,CMBT,positive,2
4,1,1,Logistic_reg,Coenzyme A,CMBT,positive,2
5,1,1,Logistic_reg,Creatine,CMBT,positive,2
6,1,1,Logistic_reg,Creatinine,CMBT,positive,2
7,1,1,Logistic_reg,Cyclic adenosine monophosphate,CMBT,positive,2
8,0,1,Logistic_reg,Cysteine,CMBT,positive,2
9,0,1,Logistic_reg,Cystine,CMBT,positive,2
10,1,2,Logistic_reg,Cytidine,CMBT,positive,2
11,1,2,Logistic_reg,Cytidine monophosphate,CMBT,positive,2
12,1,2,Logistic_reg,Cytosine,CMBT,positive,2
13,1,3,Logistic_reg,DG 18:0-22:6,CMBT,positive,2
14,0,4,Logistic_reg,Glucose 6-phosphate,CMBT,positive,2
15,0,4,Logistic_reg,Lactic acid,CMBT,positive,2
16,0,3,Logistic_reg,Mevalonic acid,CMBT,positive,2
17,0,1,SVC_rbf,Aspartic acid,CMBT,positive,2
18,0,4,SVC_rbf,Cholesteryl acetate,CMBT,positive,2
19,2,3,SVC_rbf,Choline,CMBT,positive,2
20,0,3,SVC_rbf,Citric acid,CMBT,positive,2
21,1,1,SVC_rbf,Coenzyme A,CMBT,positive,2
22,1,1,SVC_rbf,Creatine,CMBT,positive,2
23,1,1,SVC_rbf,Creatinine,CMBT,positive,2
24,1,1,SVC_rbf,Cyclic adenosine monophosphate,CMBT,positive,2
25,0,1,SVC_rbf,Cysteine,CMBT,positive,2
26,0,1,SVC_rbf,Cystine,CMBT,positive,2
27,1,4,SVC_rbf,Cytidine,CMBT,positive,2
28,1,0,SVC_rbf,Cytidine monophosphate,CMBT,positive,2
29,1,4,SVC_rbf,Cytosine,CMBT,positive,2
30,1,3,SVC_rbf,DG 18:0-22:6,CMBT,positive,2
31,0,3,SVC_rbf,Glucose 6-phosphate,CMBT,positive,2
32,0,3,SVC_rbf,Lactic acid,CMBT,positive,2
33,0,3,SVC_rbf,Mevalonic acid,CMBT,positive,2
34,0,1,SVC_poly,Aspartic acid,CMBT,positive,2
35,0,2,SVC_poly,Cholesteryl acetate,CMBT,positive,2
36,2,3,SVC_poly,Choline,CMBT,positive,2
37,0,3,SVC_poly,Citric acid,CMBT,positive,2
38,1,0,SVC_poly,Coenzyme A,CMBT,positive,2
39,1,1,SVC_poly,Creatine,CMBT,positive,2
40,1,0,SVC_poly,Creatinine,CMBT,positive,2
41,1,0,SVC_poly,Cyclic adenosine monophosphate,CMBT,positive,2
42,0,1,SVC_poly,Cysteine,CMBT,positive,2
43,0,1,SVC_poly,Cystine,CMBT,positive,2
44,1,0,SVC_poly,Cytidine,CMBT,positive,2
45,1,0,SVC_poly,Cytidine monophosphate,CMBT,positive,2
46,1,0,SVC_poly,Cytosine,CMBT,positive,2
47,1,3,SVC_poly,DG 18:0-22:6,CMBT,positive,2
48,0,3,SVC_poly,Glucose 6-phosphate,CMBT,positive,2
49,0,3,SVC_poly,Lactic acid,CMBT,positive,2
50,0,3,SVC_poly,Mevalonic acid,CMBT,positive,2
51,0,2,KNeighbors,Aspartic acid,CMBT,positive,2
52,0,2,KNeighbors,Cholesteryl acetate,CMBT,positive,2
53,2,0,KNeighbors,Choline,CMBT,positive,2
54,0,0,KNeighbors,Citric acid,CMBT,positive,2
55,1,0,KNeighbors,Coenzyme A,CMBT,positive,2
56,1,1,KNeighbors,Creatine,CMBT,positive,2
57,1,1,KNeighbors,Creatinine,CMBT,positive,2
58,1,0,KNeighbors,Cyclic adenosine monophosphate,CMBT,positive,2
59,0,1,KNeighbors,Cysteine,CMBT,positive,2
60,0,1,KNeighbors,Cystine,CMBT,positive,2
61,1,0,KNeighbors,Cytidine,CMBT,positive,2
62,1,3,KNeighbors,Cytidine monophosphate,CMBT,positive,2
63,1,0,KNeighbors,Cytosine,CMBT,positive,2
64,1,0,KNeighbors,DG 18:0-22:6,CMBT,positive,2
65,0,1,KNeighbors,Glucose 6-phosphate,CMBT,positive,2
66,0,0,KNeighbors,Lactic acid,CMBT,positive,2
67,0,2,KNeighbors,Mevalonic acid,CMBT,positive,2
68,0,2,DecisionTree,Aspartic acid,CMBT,positive,2
69,0,2,DecisionTree,Cholesteryl acetate,CMBT,positive,2
70,2,3,DecisionTree,Choline,CMBT,positive,2
71,0,0,DecisionTree,Citric acid,CMBT,positive,2
72,1,1,DecisionTree,Coenzyme A,CMBT,positive,2
73,1,1,DecisionTree,Creatine,CMBT,positive,2
74,1,1,DecisionTree,Creatinine,CMBT,positive,2
75,1,1,DecisionTree,Cyclic adenosine monophosphate,CMBT,positive,2
76,0,1,DecisionTree,Cysteine,CMBT,positive,2
77,0,0,DecisionTree,Cystine,CMBT,positive,2
78,1,1,DecisionTree,Cytidine,CMBT,positive,2
79,1,3,DecisionTree,Cytidine monophosphate,CMBT,positive,2
80,1,1,DecisionTree,Cytosine,CMBT,positive,2
81,1,3,DecisionTree,DG 18:0-22:6,CMBT,positive,2
82,0,3,DecisionTree,Glucose 6-phosphate,CMBT,positive,2
83,0,3,DecisionTree,Lactic acid,CMBT,positive,2
84,0,3,DecisionTree,Mevalonic acid,CMBT,positive,2
85,0,2,RandomForest,Aspartic acid,CMBT,positive,2
86,0,2,RandomForest,Cholesteryl acetate,CMBT,positive,2
87,2,3,RandomForest,Choline,CMBT,positive,2
88,0,0,RandomForest,Citric acid,CMBT,positive,2
89,1,1,RandomForest,Coenzyme A,CMBT,positive,2
90,1,1,RandomForest,Creatine,CMBT,positive,2
91,1,1,RandomForest,Creatinine,CMBT,positive,2
92,1,1,RandomForest,Cyclic adenosine monophosphate,CMBT,positive,2
93,0,1,RandomForest,Cysteine,CMBT,positive,2
94,0,0,RandomForest,Cystine,CMBT,positive,2
95,1,1,RandomForest,Cytidine,CMBT,positive,2
96,1,3,RandomForest,Cytidine monophosphate,CMBT,positive,2
97,1,1,RandomForest,Cytosine,CMBT,positive,2
98,1,3,RandomForest,DG 18:0-22:6,CMBT,positive,2
99,0,0,RandomForest,Glucose 6-phosphate,CMBT,positive,2
100,0,0,RandomForest,Lactic acid,CMBT,positive,2
101,0,3,RandomForest,Mevalonic acid,CMBT,positive,2
102,0,1,MLP,Aspartic acid,CMBT,positive,2
103,0,4,MLP,Cholesteryl acetate,CMBT,positive,2
104,2,3,MLP,Choline,CMBT,positive,2
105,0,2,MLP,Citric acid,CMBT,positive,2
106,1,1,MLP,Coenzyme A,CMBT,positive,2
107,1,1,MLP,Creatine,CMBT,positive,2
108,1,1,MLP,Creatinine,CMBT,positive,2
109,1,1,MLP,Cyclic adenosine monophosphate,CMBT,positive,2
110,0,1,MLP,Cysteine,CMBT,positive,2
111,0,1,MLP,Cystine,CMBT,positive,2
112,1,4,MLP,Cytidine,CMBT,positive,2
113,1,4,MLP,Cytidine monophosphate,CMBT,positive,2
114,1,4,MLP,Cytosine,CMBT,positive,2
115,1,3,MLP,DG 18:0-22:6,CMBT,positive,2
116,0,3,MLP,Glucose 6-phosphate,CMBT,positive,2
117,0,3,MLP,Lactic acid,CMBT,positive,2
118,0,3,MLP,Mevalonic acid,CMBT,positive,2
0,0,2,Logistic_reg,Carbamoyl phosphate,CMBT,positive,3
1,0,3,Logistic_reg,Dihydroxyacetone phosphate,CMBT,positive,3
2,1,1,Logistic_reg,Dopamine,CMBT,positive,3
3,1,1,Logistic_reg,Epinephrine,CMBT,positive,3
4,0,2,Logistic_reg,Estradiol,CMBT,positive,3
5,1,1,Logistic_reg,Flavin adenine dinucleotide,CMBT,positive,3
6,1,3,Logistic_reg,Flavin mononucleotide,CMBT,positive,3
7,1,1,Logistic_reg,Folic acid,CMBT,positive,3
8,1,2,Logistic_reg,Fumaric acid,CMBT,positive,3
9,1,4,Logistic_reg,GM3 Ganglioside 18:0,CMBT,positive,3
10,1,3,Logistic_reg,Gluconic acid,CMBT,positive,3
11,2,4,Logistic_reg,Glucosyl cholesterol,CMBT,positive,3
12,0,1,Logistic_reg,Glycine,CMBT,positive,3
13,0,1,Logistic_reg,Guanine,CMBT,positive,3
14,0,4,Logistic_reg,Myo-inositol 1-phosphate,CMBT,positive,3
15,0,1,Logistic_reg,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
16,0,4,Logistic_reg,Orotic acid,CMBT,positive,3
17,0,4,SVC_rbf,Carbamoyl phosphate,CMBT,positive,3
18,0,3,SVC_rbf,Dihydroxyacetone phosphate,CMBT,positive,3
19,1,1,SVC_rbf,Dopamine,CMBT,positive,3
20,1,1,SVC_rbf,Epinephrine,CMBT,positive,3
21,0,3,SVC_rbf,Estradiol,CMBT,positive,3
22,1,1,SVC_rbf,Flavin adenine dinucleotide,CMBT,positive,3
23,1,3,SVC_rbf,Flavin mononucleotide,CMBT,positive,3
24,1,0,SVC_rbf,Folic acid,CMBT,positive,3
25,1,4,SVC_rbf,Fumaric acid,CMBT,positive,3
26,1,3,SVC_rbf,GM3 Ganglioside 18:0,CMBT,positive,3
27,1,3,SVC_rbf,Gluconic acid,CMBT,positive,3
28,2,3,SVC_rbf,Glucosyl cholesterol,CMBT,positive,3
29,0,1,SVC_rbf,Glycine,CMBT,positive,3
30,0,0,SVC_rbf,Guanine,CMBT,positive,3
31,0,3,SVC_rbf,Myo-inositol 1-phosphate,CMBT,positive,3
32,0,1,SVC_rbf,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
33,0,1,SVC_rbf,Orotic acid,CMBT,positive,3
34,0,0,SVC_poly,Carbamoyl phosphate,CMBT,positive,3
35,0,3,SVC_poly,Dihydroxyacetone phosphate,CMBT,positive,3
36,1,1,SVC_poly,Dopamine,CMBT,positive,3
37,1,1,SVC_poly,Epinephrine,CMBT,positive,3
38,0,3,SVC_poly,Estradiol,CMBT,positive,3
39,1,1,SVC_poly,Flavin adenine dinucleotide,CMBT,positive,3
40,1,3,SVC_poly,Flavin mononucleotide,CMBT,positive,3
41,1,1,SVC_poly,Folic acid,CMBT,positive,3
42,1,0,SVC_poly,Fumaric acid,CMBT,positive,3
43,1,3,SVC_poly,GM3 Ganglioside 18:0,CMBT,positive,3
44,1,3,SVC_poly,Gluconic acid,CMBT,positive,3
45,2,3,SVC_poly,Glucosyl cholesterol,CMBT,positive,3
46,0,1,SVC_poly,Glycine,CMBT,positive,3
47,0,1,SVC_poly,Guanine,CMBT,positive,3
48,0,3,SVC_poly,Myo-inositol 1-phosphate,CMBT,positive,3
49,0,1,SVC_poly,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
50,0,2,SVC_poly,Orotic acid,CMBT,positive,3
51,0,0,KNeighbors,Carbamoyl phosphate,CMBT,positive,3
52,0,2,KNeighbors,Dihydroxyacetone phosphate,CMBT,positive,3
53,1,1,KNeighbors,Dopamine,CMBT,positive,3
54,1,0,KNeighbors,Epinephrine,CMBT,positive,3
55,0,0,KNeighbors,Estradiol,CMBT,positive,3
56,1,0,KNeighbors,Flavin adenine dinucleotide,CMBT,positive,3
57,1,2,KNeighbors,Flavin mononucleotide,CMBT,positive,3
58,1,1,KNeighbors,Folic acid,CMBT,positive,3
59,1,0,KNeighbors,Fumaric acid,CMBT,positive,3
60,1,1,KNeighbors,GM3 Ganglioside 18:0,CMBT,positive,3
61,1,0,KNeighbors,Gluconic acid,CMBT,positive,3
62,2,0,KNeighbors,Glucosyl cholesterol,CMBT,positive,3
63,0,1,KNeighbors,Glycine,CMBT,positive,3
64,0,1,KNeighbors,Guanine,CMBT,positive,3
65,0,1,KNeighbors,Myo-inositol 1-phosphate,CMBT,positive,3
66,0,1,KNeighbors,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
67,0,0,KNeighbors,Orotic acid,CMBT,positive,3
68,0,0,DecisionTree,Carbamoyl phosphate,CMBT,positive,3
69,0,3,DecisionTree,Dihydroxyacetone phosphate,CMBT,positive,3
70,1,1,DecisionTree,Dopamine,CMBT,positive,3
71,1,1,DecisionTree,Epinephrine,CMBT,positive,3
72,0,3,DecisionTree,Estradiol,CMBT,positive,3
73,1,1,DecisionTree,Flavin adenine dinucleotide,CMBT,positive,3
74,1,3,DecisionTree,Flavin mononucleotide,CMBT,positive,3
75,1,1,DecisionTree,Folic acid,CMBT,positive,3
76,1,0,DecisionTree,Fumaric acid,CMBT,positive,3
77,1,0,DecisionTree,GM3 Ganglioside 18:0,CMBT,positive,3
78,1,3,DecisionTree,Gluconic acid,CMBT,positive,3
79,2,0,DecisionTree,Glucosyl cholesterol,CMBT,positive,3
80,0,1,DecisionTree,Glycine,CMBT,positive,3
81,0,1,DecisionTree,Guanine,CMBT,positive,3
82,0,0,DecisionTree,Myo-inositol 1-phosphate,CMBT,positive,3
83,0,1,DecisionTree,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
84,0,0,DecisionTree,Orotic acid,CMBT,positive,3
85,0,0,RandomForest,Carbamoyl phosphate,CMBT,positive,3
86,0,3,RandomForest,Dihydroxyacetone phosphate,CMBT,positive,3
87,1,0,RandomForest,Dopamine,CMBT,positive,3
88,1,1,RandomForest,Epinephrine,CMBT,positive,3
89,0,3,RandomForest,Estradiol,CMBT,positive,3
90,1,1,RandomForest,Flavin adenine dinucleotide,CMBT,positive,3
91,1,2,RandomForest,Flavin mononucleotide,CMBT,positive,3
92,1,1,RandomForest,Folic acid,CMBT,positive,3
93,1,0,RandomForest,Fumaric acid,CMBT,positive,3
94,1,0,RandomForest,GM3 Ganglioside 18:0,CMBT,positive,3
95,1,3,RandomForest,Gluconic acid,CMBT,positive,3
96,2,0,RandomForest,Glucosyl cholesterol,CMBT,positive,3
97,0,0,RandomForest,Glycine,CMBT,positive,3
98,0,1,RandomForest,Guanine,CMBT,positive,3
99,0,0,RandomForest,Myo-inositol 1-phosphate,CMBT,positive,3
100,0,1,RandomForest,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
101,0,0,RandomForest,Orotic acid,CMBT,positive,3
102,0,4,MLP,Carbamoyl phosphate,CMBT,positive,3
103,0,3,MLP,Dihydroxyacetone phosphate,CMBT,positive,3
104,1,1,MLP,Dopamine,CMBT,positive,3
105,1,1,MLP,Epinephrine,CMBT,positive,3
106,0,3,MLP,Estradiol,CMBT,positive,3
107,1,1,MLP,Flavin adenine dinucleotide,CMBT,positive,3
108,1,3,MLP,Flavin mononucleotide,CMBT,positive,3
109,1,1,MLP,Folic acid,CMBT,positive,3
110,1,4,MLP,Fumaric acid,CMBT,positive,3
111,1,3,MLP,GM3 Ganglioside 18:0,CMBT,positive,3
112,1,3,MLP,Gluconic acid,CMBT,positive,3
113,2,3,MLP,Glucosyl cholesterol,CMBT,positive,3
114,0,1,MLP,Glycine,CMBT,positive,3
115,0,1,MLP,Guanine,CMBT,positive,3
116,0,3,MLP,Myo-inositol 1-phosphate,CMBT,positive,3
117,0,1,MLP,Nicotinamide adenine dinucleotide (NAD),CMBT,positive,3
118,0,4,MLP,Orotic acid,CMBT,positive,3
0,3,1,Logistic_reg,Cholic acid,CMBT,positive,4
1,1,1,Logistic_reg,Glucosamine,CMBT,positive,4
